plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
11748-12705,1-605722,0.02116145,0.614,0.614,172.5,11.992508106704154,1,1,2,10.952,10.973,0.044,0.014635,41.767,0.0210000000000007,10.944,10.967,0.051,0.014325,43.59,0.0229999999999996,10.676188345628946,11.013729,157.60974,0.94509554,0.8242767,9.514879,4096,5.312091459477265,0.2338405645200968,0.2418405645200959,0.5096522188911511,0.17211156452009713,High
11021-1901,1-195854,0.03315796,0.483,0.483,137.5,4.845736285678867,1,1,0,10.467,10.468,0.0,0.038972,59.603,0.0009999999999994,10.473,10.473,0.0,0.032092,58.666,0.0,10.347816991321295,10.685358,139.1378,1.324169,0.74438024,3.6252356,1168,3.3147367702578925,0.40574822578991077,0.3997482257899104,0.5249312344686161,0.18739022578991035,Mid
11021-3701,1-195671,0.062149033,0.186,0.186,247.5,8.310188454856426,1,1,0,11.489,11.56,0.15,0.026113,36.844,0.0709999999999997,11.47,11.537,0.14,0.026016,45.419,0.0670000000000001,10.93280045851489,11.270341,249.39302,0.9864351,0.9121106,4.633832,1040,10.292121548583246,0.38268241066681175,0.4016824106668119,0.9388819521519222,0.6013414106668123,High
11012-12702,1-245497,0.042090964,0.814,0.814,175.2,14.333871732531945,1,1,0,11.395,11.525,0.258,0.020292,56.194,0.1300000000000007,11.298,11.572,0.468,0.019788,56.177,0.2739999999999991,10.760267949639006,11.097809,133.40794,0.850193,0.7653404,11.793247,1040,12.313703892748482,0.011160977701006764,0.10816097770100641,0.645893028062,0.30835197770100653,High
10844-3704,1-78336,0.08771888,0.102,0.102,257.1,5.70227451612048,1,1,2,11.567,11.64,0.154,0.042777,24.895,0.0730000000000004,11.562,11.637,0.156,0.042551,25.26,0.075000000000001,10.99346391864387,11.331004,261.18283,1.0259635,0.9480078,4.3991294,4224,9.673055983690714,0.3178618634130993,0.3228618634131,0.8913979447692288,0.5538578634130993,High
11019-12702,1-622991,0.027210316,0.728,0.728,103.8,10.138855704978132,1,1,0,10.104,10.683,0.736,0.013481,50.494,0.5790000000000006,9.446,10.691,0.943,0.013316,50.191,1.245000000000001,10.08071495999951,10.418256,74.38514,0.91134036,0.7204491,9.207681,1040,5.732517486967445,0.4627266732164281,1.1207266732164276,0.4860117132169176,0.14847067321642776,Low
11024-9101,1-159388,0.021765385,0.8,0.8,73.0,7.516441488223744,1,1,0,9.182,10.134,0.888,0.021393,59.889,0.952,9.859,10.144,0.48,0.021348,59.721,0.2850000000000001,9.612382446723135,9.9499235,46.344913,0.8467068,0.6024987,8.157182,1552,3.4219206271718736,0.7496829896769437,0.07268298967694407,0.319300542953809,-0.018240510323056475,Low
11745-6102,1-123041,0.0665235,0.064,0.064,244.1,7.82744416510043,1,1,0,12.145,12.666,0.698,0.022659,2.566,0.5210000000000008,12.146,12.666,0.698,0.022679,2.566,0.5199999999999996,10.97470321443505,11.312243,247.34447,0.9199444,0.93743366,6.088757,1040,10.323082428217154,-0.2791772791778172,-0.28017727917781843,0.8911195063871331,0.5535797208221818,High
10504-3704,1-300695,0.0214411,0.658,0.658,153.7,4.536552635393707,3,1,0,10.429,10.429,0.0,0.033241,60.52,0.0,10.432,10.432,0.0,0.032853,60.589,0.0,9.94324316573992,10.280784,143.6052,1.2685885,0.748579,3.97638,1040,2.0353330277862316,0.25938472791114797,0.2563847279111479,0.7451415621712281,0.40760072791114776,Mid
10504-9101,1-300699,0.0193122,0.76,0.76,99.3,7.573754872213584,1,1,2,10.235,10.235,0.0,0.035741,64.504,0.0,10.216,10.219,0.008,0.030803,63.834,0.0030000000000001,9.772693485557104,10.110234,81.527756,0.8959701,0.582719,7.63894,4160,3.06852791117506,0.1399499711126853,0.15894997111268536,0.6022564855555805,0.2647159711126844,Low
10504-1901,1-300674,0.022966,0.445,0.445,65.0,4.422671894153477,1,1,0,9.765,9.799,0.076,0.051749,45.625,0.0339999999999989,9.694,9.757,0.135,0.050973,55.35,0.0629999999999988,9.529027187185076,9.866568,63.104874,0.9756841,0.804779,3.7764,1168,2.121426480340309,0.2271627089513858,0.2981627089513855,0.4631355217663107,0.12559470895138714,Low
10504-3702,1-300925,0.02358,0.632,0.632,89.9,4.9027038293775576,1,1,0,10.042,10.09,0.105,0.036394,65.812,0.048,10.053,10.091,0.084,0.036362,65.997,0.0379999999999984,9.802966550264554,10.140507,80.96055,0.96029687,0.667973,4.45806,1168,2.4127573073028645,0.2224694548559968,0.21146945485599583,0.46150290459144305,0.1239624548559971,Low
10504-6103,1-232157,0.0228034,0.575,0.575,114.7,2.2508334158463668,1,1,0,9.908,9.941,0.071,0.037012,67.149,0.0330000000000012,9.907,9.941,0.074,0.037033,69.543,0.0340000000000006,9.60060593056712,9.938147,110.72919,1.4823818,0.617954,2.15008,1168,1.0722266912323302,0.27621977557520916,0.27721977557520855,0.5836138450080884,0.24607277557520796,Low
10505-12705,1-300759,0.0208965,0.318,0.318,199.6,5.072716879896088,2,1,2,10.679,10.681,0.0,0.031472,80.084,0.0019999999999988,10.674,10.676,0.0,0.042284,86.468,0.0020000000000006,10.015229782980526,10.352771,207.5631,1.8104125,0.705795,3.41248,4096,2.219546140184684,0.36697338986698474,0.3719733898669856,1.0307436068864588,0.6932023898669845,Mid
10504-9102,1-231891,0.0232448,0.645,0.645,63.1,9.517825004459306,1,1,0,9.664,10.589,0.881,0.01375,26.345,0.9250000000000008,9.221,10.586,0.957,0.013593,26.545,1.3650000000000002,9.866743256617056,10.204284,50.296043,0.91839314,0.90316,7.89829,1552,4.619281435115719,0.4690509757651411,0.9120509757651406,0.2663077191480846,-0.07123302423485878,Low
10504-1902,1-232053,0.0234274,0.599,0.599,135.0,4.280672672276757,1,1,0,10.407,10.408,0.0,0.038407,51.34,0.0009999999999994,10.397,10.417,0.045,0.037204,51.061,0.0199999999999995,9.96076274597638,10.298304,128.46425,1.3092272,0.809255,3.56379,1040,2.0933928532168626,0.19682422418171716,0.206824224181717,0.6430614782053371,0.3055202241817174,Mid
10505-12702,1-300739,0.0231073,0.632,0.632,92.0,3.170207489416784,1,1,0,9.77,9.91,0.275,0.01453,70.918,0.1400000000000005,9.734,9.902,0.321,0.014994,73.584,0.1679999999999992,9.724511799487509,10.062053,87.069405,1.2854015,0.591042,2.96557,1168,1.5297493724505447,0.359760352572395,0.3957603525723948,0.40524855308488594,0.06770735257239419,Low
10504-3703,1-300968,0.0230389,0.696,0.696,138.5,4.8980389600160885,1,1,0,10.248,10.382,0.263,0.017703,81.045,0.1340000000000003,10.217,10.381,0.313,0.017167,81.857,0.1639999999999997,10.038003845201851,10.375545,126.057655,1.2545755,0.485722,4.88858,1040,2.3566953021102246,0.3908507993383612,0.4218507993383599,0.6008469541365091,0.26330579933835974,Low
11866-6103,1-60349,0.032751083,0.079,0.079,103.5,8.177984420330752,1,1,0,11.296,11.517,0.399,0.025668,2.566,0.221,11.296,11.518,0.399,0.025663,2.566,0.2220000000000013,10.404469286439925,10.74201,107.76716,0.91393983,0.9822087,6.1621175,1040,5.528235726673631,-0.42303165517642405,-0.42303165517642405,0.46849905838365047,0.13095834482357468,High
11866-6102,1-1038,0.033372667,0.751,0.751,152.7,7.406246758287068,3,1,0,10.852,10.917,0.138,0.021576,52.692,0.0649999999999995,10.869,10.909,0.089,0.021299,52.692,0.0400000000000009,10.498546194563804,10.836087,128.00056,0.9870456,0.7276412,6.3171196,1040,5.097745023542227,0.13521076425643058,0.11821076425643118,0.48866456969262667,0.15112376425643184,Mid
11761-6104,1-195292,0.027622078,0.476,0.476,123.5,6.678662617440828,1,1,0,10.51,10.511,0.0,0.034412,59.491,0.0009999999999994,10.421,10.513,0.19,0.034454,59.739,0.0920000000000005,10.08823133941959,10.425772,119.56275,0.90941083,0.74340904,6.3879013,1168,3.8313534407030163,0.29395292377222554,0.382952923772226,0.7157215843526357,0.378180923772225,Mid
11946-1901,1-211531,0.031098258,0.585,0.585,197.0,4.57170468182392,3,1,0,10.836,10.854,0.039,0.037759,79.395,0.0179999999999989,10.779,10.844,0.136,0.037973,80.852,0.0649999999999995,10.43554888793173,10.773089,183.57848,1.393498,0.5934056,3.9835784,1040,2.940324473051957,0.2254477135071741,0.2824477135071744,0.6258988255754437,0.2883587135071738,Mid
12082-3703,1-551474,0.09389,0.79,0.79,177.2,2.3733155269609165,3,1,0,10.887,10.923,0.08,0.038418,75.066,0.0359999999999995,10.83,10.908,0.165,0.03623,73.448,0.0779999999999994,10.537783544411967,10.875324,154.47736,1.0226417,0.57309073,2.5027375,0,4.278405594737651,0.18742054662114235,0.24442054662114274,0.5366370022091755,0.19909654662114193,High
11980-12705,1-270550,0.022340506,0.643,0.643,53.3,4.862500842860608,1,1,0,8.071,9.333,0.945,0.053629,86.82,1.2620000000000005,8.559,9.334,0.832,0.055531,86.82,0.7750000000000004,8.999022041147647,9.336563,38.033184,0.9087569,0.25580105,8.37563,1168,2.270599401244018,1.5108748035143726,1.022874803514373,0.5828527623667252,0.24531180351437232,Low
11871-12701,1-455630,0.026263572,0.858,0.858,101.3,11.79881737713499,1,1,0,10.174,10.66,0.673,0.016923,74.911,0.4860000000000006,10.32,10.686,0.57,0.016516,74.911,0.3659999999999996,9.974585097498965,10.312126,69.59883,0.9103471,0.39267623,16.438066,1040,6.446338921719932,0.3859259285343378,0.23992592853433697,0.5853408310353725,0.2477999285343379,Low
12485-6103,1-415565,0.034497887,0.051,0.051,152.0,7.118030017762046,1,1,0,10.948,11.012,0.137,0.04138,2.811,0.064,10.958,11.029,0.151,0.041389,2.781,0.0709999999999997,10.377173975140153,10.714715,157.82547,0.8945173,0.842286,5.5931373,1040,5.05769069022741,0.21771536414318654,0.20771536414318656,0.7885413890030343,0.45100036414318684,High
11954-6101,1-152311,0.0158064,0.7,0.7,44.3,6.316151853575688,1,1,0,9.157,9.444,0.483,0.031182,67.709,0.2870000000000008,9.256,9.446,0.354,0.030866,68.952,0.1899999999999995,9.377001008229268,9.714541,36.737804,0.9636341,0.5253737,5.9878416,1040,2.103430265764517,0.3615634197679429,0.2625634197679428,0.1415624115386751,-0.1959775802320576,Low
11979-6104,1-270655,0.035153735,0.777,0.777,138.9,8.666476915767202,1,1,2,10.849,10.976,0.253,0.039981,45.365,0.1270000000000006,10.855,10.929,0.156,0.035844,45.23,0.0739999999999998,10.334355078691452,10.671896,124.52865,0.9299687,0.90820265,6.553639,4288,6.270048139343408,0.2042183507315041,0.198218350731504,0.7188632720400523,0.38132235073150406,Mid
12087-12705,1-117635,0.039812516,0.831,0.831,175.7,7.627701147313312,3,1,0,11.05,11.05,0.0,0.025874,77.661,0.0,11.02,11.045,0.054,0.029047,78.29,0.0250000000000003,10.73846133777612,11.076002,128.14093,0.9700642,0.34739926,9.463383,1040,6.214939443303024,0.024221560125032113,0.05422156012503344,0.335760222348912,-0.001780439874967932,High
11954-12704,1-624592,0.03031263,0.623,0.623,152.7,10.11974958439574,1,1,2,11.063,11.063,0.0,0.016798,67.135,0.0,11.084,11.085,0.003,0.01505,66.875,0.0010000000000012,10.639074082314144,10.976615,128.77115,0.9855975,0.6393099,10.383043,4160,6.350187891918999,0.02483263952153328,0.0038326395215342733,0.44875855720739,0.11121763952153316,High
11952-12704,1-634329,0.03383987,0.781,0.781,127.9,12.400239221146933,1,1,0,10.997,11.011,0.032,0.022368,45.474,0.0139999999999993,10.97,11.018,0.104,0.023855,45.651,0.048,10.564576237657503,10.902117,108.28788,0.93631077,0.66970164,11.739714,1040,8.649741501103861,0.0745717470801808,0.10157174708018013,0.5069955094226775,0.1694547470801801,High
11833-6102,1-176074,0.04543451,0.855,0.855,131.9,5.309051851400263,1,1,0,10.606,10.697,0.188,0.032802,62.716,0.0909999999999993,10.644,10.697,0.114,0.032308,62.716,0.052999999999999,10.151883099307806,10.489424,100.82858,0.8929398,0.5669702,5.3839173,0,4.903430570716053,0.15707624775915968,0.11907624775915934,0.6111931484513533,0.27365224775915986,Mid
11753-6103,1-78284,0.021579904,0.623,0.623,79.9,5.341904270612238,1,1,0,9.856,10.21,0.557,0.021398,39.136,0.354000000000001,9.951,10.198,0.434,0.02128,39.23,0.2469999999999999,9.667501423053036,10.005042,68.98223,0.9627942,0.5689812,5.6264567,1040,2.4117639752208584,0.2692181788447502,0.17421817884474955,0.4577167557917142,0.12017617884475047,Low
11826-3701,1-401202,0.02031868,0.528,0.528,70.9,4.479640728636486,1,1,0,9.596,9.855,0.45,0.030016,54.531,0.2590000000000003,9.878,9.879,0.0,0.028326,52.735,0.0009999999999994,9.279125837473549,9.616667,62.38217,1.0887343,0.70792466,4.0348,1040,1.9071896051388297,0.3399237422861887,0.05792374228618876,0.65679790481264,0.3192567422861893,Low
12068-6104,1-106204,0.057716995,0.705,0.705,164.4,7.246053820240225,1,1,0,11.077,11.411,0.536,0.015031,37.031,0.3339999999999996,11.022,11.418,0.598,0.014976,37.091,0.395999999999999,10.921463237565058,11.259004,132.74623,1.0101645,0.86909086,5.805411,1040,8.378113021535576,0.15759952216247464,0.2125995221624744,0.3131362845974162,-0.024404477837524453,High
11761-12701,1-194947,0.016435266,0.669,0.669,60.1,12.030950643790147,1,1,0,9.709,10.216,0.689,0.043897,45.297,0.5069999999999997,8.927,10.214,0.948,0.042655,45.944,1.2870000000000008,9.250002024583956,9.587543,45.67786,0.8949613,0.6817222,10.96521,1040,4.162805393439605,0.2952065222961039,1.077206522296104,0.754204497712147,0.41666352229610343,Low
12067-12705,1-26682,0.033292945,0.795,0.795,138.0,13.896032534657296,1,1,0,11.192,11.22,0.063,0.019849,41.317,0.0280000000000004,11.169,11.201,0.072,0.014486,41.395,0.032,10.641956425058485,10.979497,114.3636,0.90471125,0.8723939,11.231088,1040,9.54275566175832,-0.030341644697188492,-0.007341644697188795,0.5197019302443269,0.18216135530281144,High
11945-6101,1-95069,0.030246329,0.653,0.653,116.6,8.11065851936944,1,1,0,10.663,10.691,0.063,0.021415,56.158,0.0280000000000004,10.663,10.689,0.059,0.021543,56.798,0.0259999999999998,10.268079393724502,10.60562,97.48509,1.0009692,0.7007695,7.4264126,1040,5.0787492718727805,0.08604208255344552,0.08604208255344552,0.4809626888289438,0.14342208255344582,Mid
11979-3704,1-273110,0.03573745,0.68,0.68,150.2,4.8681897708208615,3,1,2,10.718,10.749,0.069,0.02755,72.978,0.0310000000000005,10.718,10.75,0.071,0.02754,73.013,0.032,10.335122331249025,10.672663,135.02643,1.0925548,0.53420097,5.049253,4224,3.5780186652690076,0.16188908810232094,0.16188908810232094,0.544766756853296,0.20722608810232088,Mid
12490-9101,1-138276,0.02923917,0.84,0.84,116.1,6.531418857563496,3,1,0,10.508,10.513,0.01,0.05887,75.188,0.0050000000000007,9.969,10.462,0.679,0.057421,76.292,0.4930000000000003,10.001601933755063,10.339143,78.13928,0.85998785,0.37329146,8.066079,1216,3.958487551207945,-0.05932299060567013,0.47967700939432956,0.4470750756392655,0.10953400939432896,Mid
10224-3704,1-108949,0.0249796,0.595,0.595,151.4,6.765279503540408,1,1,0,10.623,10.738,0.232,0.017999,62.716,0.1150000000000002,10.59,10.768,0.336,0.017074,62.786,0.1780000000000008,10.222729473781731,10.56027,151.31125,1.12395,0.763916,3.95365,1040,3.5210158587437803,0.3488193347734121,0.38181933477341157,0.7490898609916801,0.41154933477341216,Mid
10224-12703,1-603624,0.0408744,0.84,0.84,149.9,10.250198092020154,3,1,0,10.941,11.031,0.187,0.025239,77.603,0.0899999999999998,10.912,11.022,0.224,0.028018,77.827,0.1099999999999994,10.553194646256628,10.890736,112.36312,0.8573767,0.307446,14.2615,1040,8.56354716290287,0.15831018904937486,0.1873101890493748,0.5461155427927475,0.20857418904937527,High
10224-6102,1-36266,0.0415035,0.21,0.21,236.5,6.890066827702473,1,1,0,11.273,11.274,0.0,0.030191,86.468,0.0009999999999994,11.27,11.272,0.0,0.036176,86.468,0.0020000000000006,10.717514062257225,11.055055,240.56711,0.9867009,0.659065,5.88218,1040,5.840505421291651,0.3213318487817123,0.32433184878171245,0.8768177865244874,0.5392768487817127,High
10224-6101,1-36267,0.0263448,0.791,0.791,80.8,6.640886201476023,1,1,0,9.14,10.292,0.93,0.025807,57.506,1.1519999999999992,9.967,10.288,0.522,0.024374,57.389,0.3209999999999997,9.630126714032937,9.967668,51.795254,0.93636644,0.633761,6.32743,1168,3.6391425530818884,0.914987918028165,0.08798791802816516,0.42486120399522914,0.08731991802816585,Low
10224-3701,1-35937,0.0406206,0.111,0.111,206.2,7.7170558879903135,1,1,0,11.147,11.219,0.152,0.023736,39.215,0.0719999999999991,11.237,11.248,0.023,0.023034,5.151,0.0109999999999992,10.711923587507457,11.049464,209.30226,0.9410155,0.93864,5.22224,1040,6.409147932776452,0.36675704697104905,0.2767570469710492,0.8018334594635927,0.4642930469710489,High
10224-6103,1-36278,0.0257344,0.742,0.742,82.3,6.987746576360827,1,1,0,10.29,10.29,0.0,0.030453,53.358,0.0,10.115,10.296,0.341,0.028959,55.907,0.1809999999999991,9.700054385628238,10.037595,57.761127,0.8448579,0.663199,6.60771,1168,3.7432647734175886,-0.12806922051520586,0.04693077948479294,0.4618763938565548,0.1243357794847936,Mid
10224-9101,1-582042,0.0295271,0.806,0.806,128.0,6.559974623989917,3,1,0,10.548,10.549,0.003,0.025244,66.588,0.0009999999999994,10.455,10.543,0.182,0.022305,66.301,0.0879999999999991,10.16977432793062,10.507315,84.78425,0.92599195,0.461507,7.45434,1168,4.013548102891355,-0.02243224652237583,0.07056775347762413,0.3557934255470043,0.018252753477624,Mid
11945-1902,1-569313,0.029527688,0.678,0.678,130.7,3.269288500925264,1,1,2,10.312,10.312,0.0,0.044611,78.754,0.0,10.316,10.316,0.0,0.041636,79.889,0.0,10.034863385285066,10.372404,121.239006,1.2349491,0.4582581,3.723983,4288,2.00026667546696,0.22178154932134017,0.2177815493213388,0.4989181640362738,0.16137754932134005,Mid
12094-6102,1-40252,0.058981284,0.78,0.78,146.3,7.047903401245507,1,1,2,11.094,11.127,0.074,0.030144,41.103,0.0330000000000012,11.146,11.161,0.034,0.017821,41.103,0.0149999999999987,10.677249169353672,11.01479,116.79291,0.91092986,0.77673876,5.727172,4288,8.315027487235717,0.02610556357548796,-0.025894436424513338,0.4428563942218152,0.10531556357548777,High
11835-3703,1-82967,0.02648727,0.767,0.767,61.2,3.384027350768012,1,1,2,9.391,9.577,0.348,0.034635,68.373,0.1859999999999999,9.341,9.579,0.422,0.036147,72.304,0.2380000000000013,9.535677219069472,9.873218,50.754013,0.9636756,0.52319217,4.1128054,4288,1.8641215601369656,0.3558239181684169,0.4058239181684177,0.21114669909894537,-0.12639408183158266,Low
11941-12704,1-135075,0.029864235,0.754,0.754,91.1,14.757467794192308,1,1,0,11.013,11.465,0.647,0.01079,18.226,0.4519999999999999,10.884,11.474,0.743,0.010599,18.246,0.5899999999999999,10.432015504771451,10.769556,73.32275,0.86586094,0.8794518,11.035524,1040,9.128339146554673,-0.25672182736344445,-0.12772182736344487,0.3242626678651043,-0.01327782736344425,High
11955-6103,1-195233,0.03806129,0.745,0.745,133.9,2.8279657249361856,1,1,2,10.411,10.422,0.024,0.029224,44.191,0.011000000000001,10.407,10.419,0.026,0.029403,44.528,0.0120000000000004,10.410433135866937,10.747973,130.2584,2.419719,0.8682851,2.220205,4672,2.2074710463233167,0.2279154101474309,0.23191541014743045,0.228482274280494,-0.1090575898525694,Mid
11984-12701,1-273427,0.031223543,0.825,0.825,98.0,9.18872744799684,1,1,2,10.502,10.528,0.06,0.026183,69.961,0.0259999999999998,10.198,10.508,0.51,0.025751,69.662,0.3099999999999987,9.932515467121627,10.270056,65.13213,0.95480853,0.48073593,9.681668,4224,5.932706603890832,-0.03574765113024518,0.26825234886975513,0.5337368817481283,0.1961963488697552,Mid
12484-1901,1-409368,0.02615431,0.642,0.642,80.8,3.011770268723285,1,1,2,9.722,9.805,0.173,0.047921,77.866,0.0830000000000001,9.698,9.802,0.212,0.048511,79.327,0.1039999999999992,9.659281495497142,9.996822,73.35164,1.0557728,0.45237347,3.694008,4240,1.638866078793232,0.2887720383868018,0.31277203838680107,0.3514905428896594,0.013950038386801707,Low
11953-6103,1-258856,0.04053468,0.045,0.045,217.3,7.373887473622704,1,1,0,11.11,11.192,0.17,0.019048,85.847,0.0820000000000007,11.122,11.194,0.151,0.034829,85.847,0.0720000000000009,10.595145889300944,10.932687,220.87392,0.96741426,0.73198295,5.382712,1040,6.1118171760703355,0.42986814809854623,0.41786814809854567,0.9447222587976012,0.6071811480985461,High
12487-12705,1-387136,0.026520438,0.757,0.757,213.8,12.695615131967909,3,1,2,11.264,11.264,0.0,0.017604,63.463,0.0,11.256,11.269,0.029,0.016573,63.327,0.0129999999999999,10.736865287218771,11.074406,160.40546,0.9288342,0.51825106,13.844195,4160,7.001968577656232,0.05706736708875608,0.06506736708875528,0.5842020798699843,0.24666136708875586,High
11754-12701,1-585282,0.028853338,0.859,0.859,119.8,9.900087802126516,1,1,0,10.311,10.732,0.62,0.012401,79.321,0.4209999999999994,10.092,10.714,0.761,0.012239,79.321,0.6219999999999999,10.128338159443592,10.4658785,72.86936,0.8900567,0.40567154,11.994241,1040,5.923719136246488,0.25209328489690314,0.4710932848969025,0.434755125453311,0.09721478489690255,Mid
11941-6103,1-135163,0.03369584,0.781,0.781,103.9,6.564199821681368,1,1,2,10.419,10.536,0.235,0.027747,49.086,0.1169999999999991,10.416,10.537,0.243,0.028956,49.181,0.1210000000000004,10.140015804699711,10.477556,86.94599,0.87492085,0.6425277,6.104565,4288,4.560136772557388,0.18388589799894375,0.18688589799894384,0.4628700932992329,0.12532989799894437,Mid
11956-1902,1-151674,0.022573011,0.36,0.36,87.7,2.3686824097180605,1,1,0,9.743,9.787,0.097,0.047029,54.873,0.0440000000000004,9.788,9.788,0.0,0.045608,67.838,0.0,9.476688742695412,9.814229,87.40914,1.1597424,0.8245812,1.8700536,1168,1.1172786497471776,0.25368411003520003,0.20868411003520015,0.5199953673397882,0.1824551100352012,Low
11979-9101,1-270268,0.044335015,0.69,0.69,108.9,9.765560566113283,1,1,0,11.16,11.191,0.069,0.023401,25.731,0.0310000000000005,11.164,11.193,0.064,0.023703,25.733,0.0289999999999999,10.586697934412472,10.924238,98.87102,0.8741403,0.80529106,7.870376,1040,8.81277581477585,-0.15934033293684918,-0.16334033293684866,0.41396173265067915,0.07642166706315015,High
11745-3702,1-123255,0.11963988,0.114,0.114,299.5,5.983875040686879,1,1,0,11.81,11.897,0.18,0.047657,22.2,0.0869999999999997,11.812,11.903,0.188,0.047615,22.0,0.091000000000001,11.241126526024615,11.578667,310.1911,0.9793663,0.8712017,4.8219604,1040,13.344194308754863,0.36395993853631636,0.36195993853631747,0.9328334125117014,0.5952929385363174,High
11020-9102,1-196497,0.064474896,0.505,0.505,233.3,7.215993587073486,1,1,2,11.353,11.451,0.2,0.02457,73.989,0.0980000000000007,11.34,11.44,0.203,0.023368,86.357,0.0999999999999996,10.858772807578202,11.196314,228.52962,0.9513965,0.682835,6.961793,4096,9.245956505761377,0.3962457566387413,0.4092457566387411,0.8904729490605392,0.5529317566387417,High
11007-3704,1-456698,0.019020393,0.638,0.638,68.3,5.27947891007491,1,1,0,9.69,9.853,0.312,0.036852,50.412,0.1630000000000002,9.669,9.838,0.324,0.038571,51.612,0.1689999999999987,9.484570982271205,9.822111,62.94514,0.9268515,0.64266706,5.088447,1552,2.107423917346072,0.29708522777387514,0.3180852277738743,0.5025142455026702,0.16497422777387521,Low
11013-3701,1-627475,0.025501015,0.567,0.567,79.5,8.795635375658085,1,1,0,9.746,10.459,0.806,0.01998,45.67,0.7129999999999992,9.555,10.457,0.874,0.019919,45.89,0.902000000000001,9.930353150348004,10.267894,64.751656,0.9376018,0.76498497,9.131482,1040,4.670322750957462,0.6112575694720492,0.80225756947205,0.4269044191240452,0.08936356947204954,Low
11019-12705,1-623253,0.03440566,0.74,0.74,114.7,21.973984279135987,1,1,0,11.172,12.052,0.868,0.004934,18.214,0.879999999999999,11.12,12.047,0.882,0.004128,18.216,0.9270000000000014,10.711233117211515,11.048774,97.189316,0.8969947,0.935159,17.797165,1040,15.573524962597583,0.06103289017617314,0.11303289017617456,0.5217997729646585,0.18425889017617378,High
11745-9101,1-123178,0.024438055,0.709,0.709,92.0,7.162174251742618,1,1,0,10.125,10.264,0.275,0.025938,65.854,0.1389999999999993,10.309,10.309,0.0,0.026559,69.664,0.0,9.81462217965862,10.152163,66.72463,0.8826198,0.53135633,7.3048954,1168,3.649165214173375,0.15117479027150024,-0.032825209728499026,0.4615526106128797,0.12401179027150046,Low
11750-6101,1-397168,0.046966795,0.771,0.771,159.2,4.905741375636605,3,1,0,10.776,10.866,0.186,0.024508,57.498,0.0899999999999998,10.763,10.873,0.223,0.024483,57.147,0.1099999999999994,10.375933670290014,10.713474,144.75949,1.0257418,0.65422094,4.0544925,0,4.675166215952274,0.2805000602377805,0.2935000602377804,0.6805663899477667,0.3430260602377806,Mid
11004-12705,1-457074,0.035952486,0.877,0.877,145.2,8.368315809119926,3,1,0,10.89,10.891,0.002,0.023172,62.879,0.0009999999999994,10.885,10.919,0.075,0.021582,62.807,0.0340000000000006,10.347484421031467,10.685025,93.2462,0.90733355,0.5678555,8.584705,1552,6.1859456201307035,-0.09392270194666465,-0.08892270194666381,0.4485928770218689,0.11105229805333644,High
11745-12702,1-605270,0.031117437,0.821,0.821,141.4,6.731369121941231,3,1,0,10.611,10.611,0.0,0.02734,75.214,0.0,10.612,10.612,0.0,0.020919,75.329,0.0,10.217319381233272,10.55486,96.5162,0.9085507,0.36304662,8.518027,1168,4.331897718805892,0.060287538795572124,0.059287538795572615,0.45396815756230047,0.11642753879557306,Mid
11021-6104,1-195619,0.03267249,0.177,0.177,198.0,12.069690879795331,1,1,0,11.184,11.287,0.21,0.023238,20.107,0.1030000000000015,11.185,11.291,0.217,0.0231,19.94,0.1059999999999998,10.712842843968478,11.050384,203.77328,0.96545863,0.9648568,6.122069,1040,8.14018297857922,0.4103375549041097,0.4093375549041085,0.8814947109356315,0.5439535549041097,High
11016-12702,1-196874,0.070666485,0.724,0.724,93.9,14.188728955754748,1,1,2,11.087,11.693,0.752,0.050326,18.249,0.6059999999999999,11.036,11.75,0.806,0.042487,18.254,0.7140000000000004,10.737786647040272,11.075327,126.106125,0.9139279,0.96253145,11.176308,4160,19.78110456639945,0.47613181596417187,0.527131815964172,0.8253451689238998,0.48780481596417197,High
11013-1901,1-244631,0.039771233,0.141,0.141,181.7,4.637966018936846,1,1,2,10.842,10.852,0.021,0.009554,86.222,0.0099999999999997,10.853,10.857,0.009,0.01559,86.222,0.0039999999999995,10.450088451251116,10.787629,186.77031,1.2105753,0.78028685,3.565264,4224,3.7752155612230514,0.34296634926413094,0.33196634926413165,0.7348778980130158,0.39733734926413067,Mid
11743-12705,1-604873,0.02960716,0.776,0.776,105.2,7.670611418656362,3,1,0,10.522,10.523,0.001,0.021688,70.184,0.0009999999999994,10.379,10.506,0.253,0.021499,70.383,0.1270000000000006,10.119279418425164,10.4568205,72.35429,0.9226797,0.47486523,8.926822,1168,4.70533141427788,-0.06507229417080773,0.07792770582919298,0.337648287404029,0.00010720582919339473,Mid
