plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
12621-1902,1-415883,0.025768457,0.56,0.56,64.9,4.2817236128144165,1,1,2,9.841,9.883,0.092,0.043821,50.595,0.0419999999999998,9.87,9.881,0.025,0.043767,50.402,0.011000000000001,9.53435450912686,9.871895,59.586487,0.961752,0.82398134,3.659064,4240,2.2966164527346056,0.1357929508327783,0.10679295083277834,0.4424384417059174,0.10489795083277725,Low
12622-12702,41-281,0.016184423,0.059,0.059,184.8,18.58783243736602,1,1,0,11.077,11.1,0.052,0.015932,39.215,0.0229999999999996,11.127,11.208,0.17,0.01606,3.257,0.0809999999999995,,,192.50401,2.1317482,,,0,6.335315834054572,0.35905674737506904,0.30905674737506833,,,High
12679-9102,1-97179,0.065012656,0.857,0.857,159.8,8.64480890688435,1,1,2,11.261,11.261,0.0,0.039869,63.012,0.0,11.02,11.233,0.387,0.038692,62.83,0.2130000000000009,10.669042034933282,11.006582,129.60635,0.9417892,0.75870156,8.068982,4096,11.162010161410771,0.0774038892884091,0.31840388928840885,0.6693618543551261,0.33182188928840844,High
12495-3704,1-61841,0.068140395,0.234,0.234,248.5,6.954649557098723,1,1,0,11.438,11.537,0.202,0.06203,34.928,0.0990000000000002,11.428,11.524,0.196,0.06194,37.073,0.0959999999999983,10.961434953297626,11.298976,264.97562,0.94452894,0.8822632,4.9958673,1040,9.377042446765302,0.44588663147231994,0.45588663147231956,0.9224516781746941,0.5849106314723208,High
11949-1902,1-176448,0.029111715,0.722,0.722,85.7,3.88995092390154,1,1,2,9.976,10.024,0.106,0.051121,62.735,0.0479999999999982,9.918,10.023,0.215,0.047201,62.592,0.1050000000000004,9.821419388312377,10.15896,77.02448,1.033602,0.644754,3.7631695,4096,2.3476619175840003,0.23330202074588305,0.29130202074588474,0.38788263243350735,0.05034202074588352,Low
11940-12701,1-249021,0.030959638,0.688,0.688,156.7,18.29215103285008,1,1,2,11.059,11.06,0.0,0.019825,61.319,0.0010000000000012,11.099,11.126,0.059,0.014099,64.87,0.0269999999999992,10.788631984055831,11.126173,139.7666,0.9252524,0.6835621,15.93905,4160,11.714247318661554,0.36593010549399807,0.3259301054939971,0.6362981214381662,0.29875710549399764,High
12489-12703,1-617758,0.022706479,0.814,0.814,83.1,9.568286248117875,3,1,2,10.368,10.458,0.187,0.022862,49.066,0.0899999999999998,10.44,10.447,0.015,0.022632,49.103,0.0069999999999996,9.945015293832798,10.282556,54.665356,0.85157764,0.7359278,8.434977,4112,4.539193819891341,-0.17018799584329045,-0.24218799584328957,0.2527967103239122,-0.08474399584328962,Mid
11015-6101,1-456563,0.023269173,0.251,0.251,56.6,3.4063610456409994,1,1,0,9.511,9.511,0.0,0.063726,54.088,0.0,9.489,9.489,0.0,0.061908,85.23,0.0,9.316928867911567,9.6544695,57.438377,0.96050453,0.83157206,2.8453524,1168,1.6548920483040488,0.2915829043806675,0.31358290438066594,0.4856540364690993,0.1481134043806673,Low
12667-6101,1-249009,0.034140583,0.775,0.775,128.8,5.807615789790496,3,1,0,10.495,10.605,0.224,0.025575,62.87,0.1100000000000012,10.46,10.606,0.285,0.025211,62.974,0.145999999999999,10.278693024076867,10.616234,100.368614,1.0364872,0.5467015,5.8696637,1168,4.08559929392213,0.18486053928447402,0.21986053928447244,0.401167515207606,0.06362653928447295,Mid
12683-6104,1-212471,0.08834911,0.066,0.066,255.2,9.60708764411985,1,1,0,11.762,11.763,0.0,0.054895,71.075,0.0009999999999994,11.756,11.757,0.0,0.062859,85.23,0.0009999999999994,11.150363954996967,11.487905,268.34497,0.94219583,0.7856173,6.707069,1040,16.402034817142635,0.37569356310011714,0.3816935631001174,0.9873296081031503,0.6497885631001181,High
11947-1902,1-135970,0.030376846,0.64,0.64,196.4,4.542463200895001,1,1,0,10.717,10.8,0.173,0.017817,86.749,0.0830000000000001,10.688,10.791,0.209,0.017931,86.749,0.1029999999999997,10.404273303395676,10.741814,184.63281,1.5819147,0.56230503,3.3869138,1040,2.8562327247806616,0.336820265119982,0.36582026511998195,0.649546961724306,0.3120062651199828,Mid
12682-3702,1-98304,0.02795711,0.755,0.755,134.0,4.6573057729457465,3,1,0,10.432,10.436,0.008,0.04639,48.262,0.0039999999999995,10.428,10.431,0.004,0.045719,48.341,0.0029999999999983,9.96704014454751,10.304581,125.961174,1.0508661,0.78965485,3.8663023,1168,2.703069945265116,0.26573959879315906,0.26973959879315873,0.7306994542456487,0.39315859879315884,Mid
11976-6103,1-446231,0.030429803,0.309,0.309,289.7,12.40923803338604,1,1,0,11.42,11.422,0.0,0.035351,65.371,0.0020000000000006,11.414,11.416,0.0,0.041911,86.357,0.0020000000000006,10.684841503225885,11.022382,279.01282,0.95564264,0.7811115,5.423384,1040,7.81584541597094,0.42963319387222604,0.4356331938722263,1.1647916906463414,0.8272511938722257,High
12679-1901,1-96916,0.1255016,0.062,0.062,264.2,3.45778818902671,1,1,0,11.478,11.536,0.124,0.02278,21.646,0.0579999999999998,11.532,11.533,0.0,0.022467,21.055,0.0009999999999994,11.260545822162443,11.598086,267.62314,1.0899794,0.5211729,11.518214,1024,8.034870048939043,0.34743509655368837,0.29343509655368805,0.5648892743912446,0.22734909655368782,High
11949-3702,1-135971,0.029725745,0.801,0.801,112.0,4.737484997073484,1,1,2,10.296,10.296,0.0,0.045424,79.102,0.0,10.238,10.285,0.103,0.041297,80.561,0.0470000000000006,9.958162130334484,10.295703,80.32489,0.9388229,0.30993608,6.51107,4288,2.9173049170677645,0.044091018515081154,0.10209101851508098,0.3819288881805962,0.044388018515081014,Mid
7959-12705,1-178084,0.0305292,0.75,0.75,100.5,14.908714760550788,1,1,0,10.832,10.832,0.0,0.021083,57.057,0.0,10.819,10.82,0.001,0.019685,57.245,0.0009999999999994,10.418915830566466,10.756456,77.82867,0.9062835,0.611468,14.4309,1040,9.419658984547723,-0.010276686074829393,0.0027233139251705775,0.40280748335870586,0.06526731392517127,Mid
12674-12703,1-210719,0.03303058,0.808,0.808,127.6,10.999460939043647,1,1,0,10.814,10.96,0.285,0.021266,45.295,0.1460000000000008,10.728,10.97,0.427,0.022274,45.306,0.2420000000000008,10.616260676668574,10.953801,94.28268,0.88771737,0.8356481,8.913908,1040,7.496452446186726,0.07512854375976201,0.16112854375976235,0.272867867091188,-0.06467245624023828,Mid
11015-3703,1-404136,0.021913664,0.704,0.704,58.2,2.5974762277823262,1,1,0,9.385,9.408,0.051,0.06099,86.525,0.0229999999999996,9.418,9.418,0.0,0.061759,86.525,0.0,8.820794021417791,9.158335,51.099068,0.8876661,0.51127166,3.2219007,1168,1.190363560149473,0.1729144973114753,0.13991449731147587,0.7371204758936838,0.3995794973114758,Low
12621-6103,1-415931,0.026070837,0.858,0.858,118.0,5.220962028660596,1,1,0,10.329,10.345,0.035,0.030133,66.077,0.016,10.316,10.349,0.072,0.02937,66.181,0.0329999999999994,9.902551491845568,10.240092,84.35765,1.0553491,0.52220935,5.3877087,1168,2.832225267812466,0.04078565426707153,0.05378565426707139,0.4672341624215044,0.12969365426707152,Mid
12675-12704,1-211400,0.022034703,0.838,0.838,91.7,7.937632411743817,3,1,0,9.912,10.224,0.512,0.029863,75.484,0.3119999999999994,9.853,10.225,0.575,0.029878,76.064,0.3719999999999999,9.695188209686316,10.032729,51.427475,0.87494946,0.3359223,9.505685,1168,3.6571885893923968,0.13894667509213576,0.19794667509213668,0.35575846540582023,0.018217675092136797,Low
12089-3704,1-118358,0.04447515,0.354,0.354,249.2,5.221588886304191,3,1,2,11.179,11.195,0.031,0.039043,85.847,0.016,11.176,11.195,0.039,0.039041,84.459,0.0190000000000001,10.662423787437408,10.999965,250.8875,1.06663,0.7538751,4.144126,4112,4.726241645731202,0.35988288612521313,0.3628828861252132,0.8764590986878051,0.5389178861252137,High
12674-1901,1-594481,0.029874045,0.688,0.688,229.3,4.952655178976927,3,1,0,10.939,10.941,0.0,0.041834,77.358,0.0020000000000006,10.938,10.941,0.005,0.04162,75.991,0.0030000000000001,10.200697866537173,10.538239,224.16245,1.5048591,0.6957361,2.7886872,1168,3.0644709019603837,0.3138901467377248,0.3148901467377242,1.052192280200552,0.7146511467377239,High
12683-12703,1-635755,0.060081657,0.635,0.635,98.6,11.80385659063036,3,1,0,11.53,11.593,0.135,0.045444,17.297,0.0630000000000006,11.53,11.59,0.128,0.045395,17.297,0.0600000000000005,10.896747717317025,11.234288,122.35792,0.8654587,0.95347583,10.370534,1040,14.167356185157,-0.13803810037004263,-0.13803810037004263,0.4952141823129318,0.15767389962995726,High
11947-6103,1-136047,0.030008763,0.842,0.842,127.5,6.824129648614439,1,1,0,10.488,10.594,0.217,0.030164,62.716,0.1059999999999998,10.605,10.619,0.032,0.024449,62.785,0.0139999999999993,10.131105386883778,10.468646,94.31937,0.87636185,0.66854817,6.239507,1168,4.240802323118414,0.1540587271762313,0.037058727176230474,0.5109533402924528,0.17341272717623124,Mid
7959-3703,1-177495,0.0304561,0.721,0.721,167.2,5.247344839460667,3,1,0,10.658,10.705,0.102,0.029176,57.278,0.0470000000000006,10.638,10.712,0.156,0.029753,57.618,0.0739999999999998,10.2611200635689,10.59866,159.05524,1.3014147,0.685413,3.56745,1040,3.3077433272249754,0.3300366801529589,0.3500366801529584,0.7269166165840588,0.38937668015295773,Mid
8654-9102,1-29707,0.0218689,0.773,0.773,71.8,5.693437364826417,1,1,0,9.811,9.861,0.11,0.033106,86.789,0.0500000000000007,9.882,9.882,0.001,0.032383,86.789,0.0,9.314707588810144,9.652248,49.462982,0.89699966,0.324416,7.69093,1168,2.603983048292973,0.05860765891968796,-0.012392341080311762,0.5549000701095439,0.21735965891968778,Low
12682-9101,1-635686,0.08791429,0.087,0.087,198.2,6.127294934262817,1,1,0,11.526,11.569,0.093,0.055292,2.734,0.043000000000001,11.525,11.567,0.092,0.055292,2.736,0.0419999999999998,11.022267409065364,11.359808,209.9226,0.92609346,0.7221871,7.07156,1040,10.414823862197096,0.2011792383827545,0.20217923838275398,0.7049118293173902,0.36737123838275504,High
12684-6103,1-212911,0.09040791,0.06,0.06,267.2,5.911254575050663,1,1,0,11.555,11.583,0.06,0.039248,71.49,0.0280000000000004,11.562,11.578,0.034,0.058444,86.357,0.016,11.200924250784087,11.538465,273.4372,1.0450361,0.8289179,6.4731436,1024,10.302666239204129,0.3970737428120827,0.390073742812083,0.7511494920279951,0.41360874281208204,High
12489-3703,1-139814,0.020202305,0.201,0.201,69.6,6.70164190572309,1,1,2,10.287,10.287,0.0,0.029415,25.807,0.0,10.236,10.34,0.214,0.02922,25.796,0.1039999999999992,9.856431100282348,10.193972,68.03303,0.91495967,0.91290617,5.1686954,4160,2.8372579317011652,-0.10325263838693367,-0.05225263838693354,0.32731626133071884,-0.010224638386933339,Mid
12088-9102,1-118418,0.025522824,0.639,0.639,146.0,9.046444683433917,1,1,0,10.746,10.978,0.414,0.019358,52.711,0.2319999999999993,10.688,11.01,0.523,0.019011,52.692,0.3219999999999992,10.4371195375484,10.77466,131.13794,0.9213471,0.88092905,7.2736483,1024,4.807478897804765,0.23678301654802086,0.2947830165480207,0.5456634789996216,0.20812301654802048,Mid
11969-12702,1-364167,0.04238719,0.742,0.742,193.4,10.61076082207628,3,1,0,11.368,11.395,0.06,0.023174,49.436,0.0269999999999992,11.369,11.392,0.052,0.023134,49.467,0.0229999999999996,10.804695307446934,11.142236,148.76915,0.9043036,0.7303892,9.434728,1040,9.17620779484288,0.005097918433835528,0.004097918433836055,0.5684026109869015,0.23086191843383533,High
11947-12703,1-136027,0.023192333,0.867,0.867,129.0,6.660999646176816,3,1,0,10.347,10.448,0.207,0.022603,80.919,0.1010000000000008,10.408,10.469,0.131,0.021694,80.86,0.0609999999999999,10.065255684132447,10.402797,78.72699,0.99307746,0.39745584,8.555875,1040,3.2256883503438876,0.019278615703349145,-0.041721384296650926,0.3010229315709013,-0.03651838429665099,Mid
11947-3702,1-211368,0.030153016,0.665,0.665,131.3,5.907502092022554,1,1,0,10.537,10.655,0.238,0.021547,45.733,0.1179999999999985,10.528,10.655,0.252,0.02111,46.112,0.1269999999999989,10.47830220254849,10.815843,118.35709,1.0962324,0.7452094,4.916125,1040,3.688175663797937,0.2416090709668124,0.25060907096681273,0.3003068684183238,-0.037233929033186015,Mid
12674-3704,1-210780,0.026027068,0.762,0.762,94.2,4.554754937151669,3,1,2,10.069,10.125,0.121,0.057498,61.821,0.0559999999999991,10.118,10.154,0.078,0.057593,65.884,0.0359999999999995,9.607401993157076,9.944942,79.47487,0.932238,0.5720349,4.481081,4288,2.466809315786131,0.1890041477807215,0.14000414778072195,0.6506021546236463,0.3130621477807231,Low
11960-12702,1-336336,0.034622587,0.84,0.84,146.7,7.767420047610942,1,1,2,10.759,10.759,0.0,0.044763,80.857,0.0,10.763,10.763,0.0,0.044663,81.628,0.0,10.195077726614524,10.5326185,87.401115,0.88638467,0.27868426,12.676891,4288,5.5382302566143125,-0.06718613034721654,-0.07118613034721608,0.4967361430382594,0.15919536965278389,Mid
12696-3702,1-107844,0.043910038,0.497,0.497,269.4,7.368629224687889,1,1,0,11.337,11.412,0.155,0.018112,85.847,0.075000000000001,11.327,11.409,0.17,0.019552,85.847,0.0820000000000007,10.784721296915963,11.122262,261.48123,1.2292671,0.7768565,4.0961285,1040,6.589313895097419,0.382130150477335,0.39213015047733485,0.9344088535613717,0.5968681504773357,High
11981-6102,1-634404,0.034954235,0.523,0.523,183.4,6.953826888940186,3,1,0,10.932,10.933,0.001,0.034571,60.029,0.0009999999999994,10.931,10.933,0.004,0.034533,59.784,0.0020000000000006,10.567788771976808,10.90533,175.7224,1.0246154,0.84497,5.438354,1040,5.003626171068261,0.32234802331012763,0.32334802331012874,0.6865592513333199,0.34901802331012866,High
12674-6103,1-594477,0.029954102,0.48,0.48,190.8,11.082085649037827,1,1,0,11.137,11.184,0.103,0.019402,52.115,0.0469999999999988,11.156,11.177,0.045,0.019138,54.252,0.020999999999999,10.674954380088884,11.012495,182.91676,0.956058,0.81867033,6.3334007,1040,6.8747856771694025,0.29017507929389463,0.2711750792938944,0.7522206992050106,0.41468007929389555,High
11974-3703,1-633383,0.040114664,0.571,0.571,92.0,5.56141567003809,1,1,2,10.28,10.529,0.435,0.021145,41.106,0.2490000000000005,10.308,10.524,0.392,0.021138,41.113,0.2159999999999993,10.287048494018114,10.624589,82.3664,0.99240756,0.8852798,4.6199975,4240,4.564093925434189,0.27626365806913655,0.2482636580691361,0.269215164051022,-0.0683253419308644,Mid
11965-6104,1-335172,0.035760254,0.715,0.715,162.2,7.330498894365542,1,1,0,10.875,10.876,0.0,0.03293,64.336,0.0009999999999994,10.872,10.872,0.0,0.032614,63.939,0.0,10.454938139492718,10.792479,146.56538,0.9784555,0.64379215,6.7518153,1040,5.3910547851396435,0.25414545746487655,0.2571454574648766,0.6742073179721584,0.3366664574648764,Mid
11940-9102,1-249088,0.032912202,0.853,0.853,175.8,7.092976426338944,3,1,0,10.931,10.936,0.011,0.022745,69.028,0.0050000000000007,10.929,10.934,0.01,0.022423,68.996,0.004999999999999,10.506399138230538,10.84394,115.66782,0.9361978,0.5354272,8.250208,1040,4.817432702696275,-0.05635032702568402,-0.05435032702568507,0.36825053474377695,0.030709672974315157,High
12700-12702,1-120100,0.01776226,0.858,0.858,81.4,6.04434861721362,1,1,0,8.026,9.768,0.982,0.094368,86.843,1.7420000000000009,9.904,9.904,0.0,0.089481,86.843,0.0,9.31766188643072,9.655203,44.511837,0.895288,0.23306412,10.130387,1552,2.256600091521918,1.6898145528623825,-0.18818544713761756,0.3981526664316622,0.06061155286238215,Low
12624-6104,1-415768,0.040400892,0.28,0.28,204.5,8.968629199738919,1,1,0,11.296,11.296,0.0,0.028139,27.132,0.0,11.304,11.305,0.0,0.028006,26.388,0.0009999999999994,10.871467326104296,11.209008,204.43585,0.9676485,0.95150423,5.6909966,1040,7.4102670788218,0.26035688911650867,0.2523568891165078,0.6848895630122116,0.34734888911650735,High
7959-1902,1-177460,0.0313023,0.163,0.163,86.2,2.6558968136367174,1,1,2,9.818,9.911,0.191,0.053857,80.043,0.0929999999999999,9.817,9.912,0.196,0.05565,79.649,0.0950000000000006,9.55738206857224,9.894922,86.77245,1.1027148,0.943064,1.89682,4160,1.718942953258354,0.35943409914679175,0.3604340991467913,0.6200520305745515,0.28251209914679204,Low
11960-9102,1-564644,0.06826999,0.18,0.18,279.2,6.8906252929861385,1,1,0,11.606,11.688,0.17,0.037332,23.471,0.0820000000000007,11.36,11.594,0.415,0.035543,60.112,0.2339999999999999,11.051908308909848,11.389449,283.32297,0.95973253,0.7488686,7.130852,1040,9.306965460105564,0.33278058919683734,0.5787805891968377,0.8868722802869893,0.5493315891968364,High
11940-3702,1-200895,0.033399034,0.124,0.124,169.3,4.996736570219371,1,1,0,10.769,10.77,0.0,0.030402,50.274,0.0009999999999994,10.754,10.759,0.011,0.035361,84.023,0.0050000000000007,10.50442929328985,10.8419695,172.73262,1.2438657,0.8590455,3.8441033,1040,3.4418787595363565,0.30795320460039766,0.32295320460039817,0.5725239113105485,0.2349837046003983,Mid
12700-6101,1-120103,0.01817357,0.786,0.786,45.2,4.444681176883955,1,1,0,9.044,9.356,0.512,0.060662,62.716,0.3119999999999994,9.142,9.34,0.366,0.058266,62.716,0.1980000000000004,9.323976241799777,9.661517,33.196316,0.99094003,0.46741349,5.648413,1552,1.6969541286716727,0.2932587984359303,0.19525879843593125,0.01328255663615406,-0.32425820156406926,Low
12651-12705,1-634208,0.034339245,0.781,0.781,113.6,14.405237677591971,1,1,0,10.881,11.108,0.407,0.019577,49.353,0.2270000000000003,10.903,11.097,0.36,0.019326,49.36,0.193999999999999,10.31385199871328,10.651393,78.092735,0.9219373,0.6384602,14.033031,1040,10.190468476447693,-0.02217566828293236,-0.04417566828293266,0.5449723330037872,0.20743133171706732,High
12696-6103,1-32786,0.04209036,0.565,0.565,188.6,6.311650990867191,1,1,2,10.965,11.01,0.098,0.03083,69.993,0.0449999999999999,10.936,11.012,0.159,0.032601,73.599,0.0760000000000005,10.557530900985602,10.895072,177.07721,0.98911214,0.57040864,5.9516525,4160,5.422034174649705,0.33089650748997534,0.3598965074899752,0.7383656065043727,0.40082450748997445,High
12621-12704,1-575215,0.036702566,0.073,0.073,192.1,11.617222482063966,1,1,0,11.466,11.899,0.63,0.021153,2.592,0.4329999999999998,11.26,11.512,0.44,0.021377,2.766,0.2520000000000006,10.645980499597975,10.983521,191.32617,0.9483669,0.7856184,13.503273,1040,8.758823855371352,0.1054034637003582,0.3114034637003576,0.9254229641023823,0.5878824637003579,High
12622-3704,1-421808,0.02432687,0.674,0.674,72.1,5.956463573707328,1,1,0,10.026,10.159,0.263,0.041933,35.535,0.1330000000000009,9.984,10.145,0.309,0.041785,35.923,0.1609999999999996,9.779470910055489,10.117011,67.13554,0.921839,0.86759275,4.838999,1168,3.0214492727123323,0.17352919575834652,0.21552919575834636,0.42005828570285764,0.08251819575834657,Low
11015-9102,1-456940,0.032797415,0.493,0.493,76.0,3.9473782337479952,1,1,2,9.995,9.995,0.0,0.058904,50.866,0.0,9.994,9.994,0.0,0.06916,85.847,0.0,9.720380406408434,10.057921,74.34099,0.96871203,0.7478261,3.1984818,4096,2.672013771960145,0.23970428837573576,0.24070428837573524,0.5143238819673005,0.17678328837573462,Low
11015-12703,1-404401,0.023731727,0.567,0.567,88.5,3.8533267554104143,1,1,0,10.0,10.034,0.074,0.048054,45.294,0.0340000000000006,9.989,10.044,0.12,0.047902,45.272,0.0549999999999997,9.645697035795395,9.983237,88.357445,1.0399728,0.8797828,3.1697767,1168,1.9081802065798539,0.23851460026140991,0.2495146002614091,0.5928175644660147,0.25527760026140905,Low
7959-3704,1-177397,0.0815723,0.082,0.082,284.8,6.039672120229854,1,1,0,11.659,11.693,0.074,0.04706,13.913,0.0339999999999989,11.634,11.677,0.093,0.047173,16.095,0.0429999999999992,11.009042756228924,11.346583,285.59323,1.0183752,0.950707,4.81624,1040,9.596070323601602,0.2999981540329514,0.3249981540329516,0.949955397804028,0.6124151540329512,High
7959-3701,1-177659,0.0329884,0.682,0.682,144.6,6.430112949676492,1,1,0,10.704,10.717,0.029,0.03506,54.772,0.0129999999999999,10.708,10.716,0.017,0.034902,55.353,0.0079999999999991,10.361297104481134,10.698837,127.32833,1.1775702,0.744422,4.62486,1552,4.376935407408157,0.21242913918165768,0.20842913918165817,0.5551320347005249,0.21759213918165907,Mid
11965-3703,1-335141,0.0370942,0.171,0.171,110.0,7.86425631789204,1,1,0,11.207,11.208,0.0,0.034423,2.576,0.0009999999999994,11.258,11.258,0.0,0.033886,2.572,0.0,10.252179498096517,10.58972,114.43119,0.9040212,0.784485,6.4185514,0,5.989714247384561,-0.24709615194786175,-0.2980961519478604,0.707724349955622,0.37018384805213905,High
11940-12705,1-594564,0.03436049,0.541,0.541,225.4,13.849344438787409,1,1,0,11.361,11.462,0.206,0.012872,63.566,0.100999999999999,11.312,11.458,0.285,0.012681,61.895,0.1460000000000008,11.12970221529148,11.467243,201.59096,0.94164515,0.69134927,12.002634,0,9.803032114472446,0.3047114469587636,0.3537114469587649,0.5360092316672836,0.19846844695876437,High
