plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
11019-12702,1-622991,0.027210316,0.728,0.728,103.8,10.138855704978132,1,1,0,10.104,10.683,0.736,0.013481,50.494,0.5790000000000006,9.446,10.691,0.943,0.013316,50.191,1.245000000000001,10.08071495999951,10.418256,74.38514,0.91134036,0.7204491,9.207681,1040,5.732517486967445,0.4627266732164281,1.1207266732164276,0.4860117132169176,0.1484706732164277,Low,0.404,0.0,0.2282150536775589,-0.1763695776462555,1.2504617,0.7583453882134694,fast
11024-9101,1-159388,0.021765385,0.8,0.8,73.0,7.516441488223744,1,1,0,9.182,10.134,0.888,0.021393,59.889,0.952,9.859,10.144,0.48,0.021348,59.721,0.2850000000000001,9.612382446723135,9.9499235,46.344913,0.8467068,0.6024987,8.157182,1552,3.4219206271718736,0.7496829896769437,0.072682989676944,0.319300542953809,-0.0182405103230564,Low,0.487,0.0,0.5662988424301147,-0.1690930873155594,1.1088548,0.5342699316863638,fast
11745-6102,1-123041,0.0665235,0.064,0.064,244.1,7.82744416510043,1,1,0,12.145,12.666,0.698,0.022659,2.566,0.5210000000000008,12.146,12.666,0.698,0.022679,2.566,0.5199999999999996,10.97470321443505,11.312243,247.34447,0.9199444,0.93743366,6.088757,1040,10.323082428217154,-0.2791772791778172,-0.2801772791778184,0.8911195063871331,0.5535797208221818,High,0.046,0.0,0.7739357352256775,0.17522357404232025,6.0,1.01380939512873,slow
10504-3704,1-300695,0.0214411,0.658,0.658,153.7,4.536552635393707,3,1,0,10.429,10.429,0.0,0.033241,60.52,0.0,10.432,10.432,0.0,0.032853,60.589,0.0,9.94324316573992,10.280784,143.6052,1.2685885,0.748579,3.97638,1040,2.035333027786232,0.2593847279111479,0.2563847279111479,0.7451415621712281,0.4076007279111477,Mid,0.403,0.0,0.8015424013137817,0.12265273183584213,5.0989,0.3086354800460775,fast
10504-9101,1-300699,0.0193122,0.76,0.76,99.3,7.573754872213584,1,1,2,10.235,10.235,0.0,0.035741,64.504,0.0,10.216,10.219,0.008,0.030803,63.834,0.0030000000000001,9.772693485557104,10.110234,81.527756,0.8959701,0.582719,7.63894,4160,3.06852791117506,0.1399499711126853,0.1589499711126853,0.6022564855555805,0.2647159711126844,Low,0.52,0.246,0.4833777844905853,-0.11822807043790817,3.16168,0.4869300779586121,fast
10504-1901,1-300674,0.022966,0.445,0.445,65.0,4.422671894153477,1,1,0,9.765,9.799,0.076,0.051749,45.625,0.0339999999999989,9.694,9.757,0.135,0.050973,55.35,0.0629999999999988,9.529027187185076,9.866568,63.104874,0.9756841,0.804779,3.7764,1168,2.121426480340309,0.2271627089513858,0.2981627089513855,0.4631355217663107,0.1255947089513871,Low,0.27,0.263,0.7750641703605652,-0.10913997888565063,2.81147,0.3266279855554869,fast
10504-3702,1-300925,0.02358,0.632,0.632,89.9,4.9027038293775576,1,1,0,10.042,10.09,0.105,0.036394,65.812,0.048,10.053,10.091,0.084,0.036362,65.997,0.0379999999999984,9.802966550264554,10.140507,80.96055,0.96029687,0.667973,4.45806,1168,2.4127573073028645,0.2224694548559968,0.2114694548559958,0.461502904591443,0.1239624548559971,Low,0.433,0.0,0.6918794512748718,-0.015882091596722603,3.64617,0.3825136396046246,fast
10504-6103,1-232157,0.0228034,0.575,0.575,114.7,2.2508334158463668,1,1,0,9.908,9.941,0.071,0.037012,67.149,0.0330000000000012,9.907,9.941,0.074,0.037033,69.543,0.0340000000000006,9.60060593056712,9.938147,110.72919,1.4823818,0.617954,2.15008,1168,1.0722266912323302,0.2762197755752091,0.2772197755752085,0.5836138450080884,0.2460727755752079,Low,0.372,0.0,0.7433342337608337,-0.02178838662803173,3.78139,0.03028661403518918,fast
10505-12705,1-300759,0.0208965,0.318,0.318,199.6,5.072716879896088,2,1,2,10.679,10.681,0.0,0.031472,80.084,0.0019999999999988,10.674,10.676,0.0,0.042284,86.468,0.0020000000000006,10.015229782980526,10.352771,207.5631,1.8104125,0.705795,3.41248,4096,2.219546140184684,0.3669733898669847,0.3719733898669856,1.0307436068864588,0.6932023898669845,Mid,0.357,0.185,0.8150401711463928,0.07341495156288147,6.0,0.34626417761969597,fast
10504-9102,1-231891,0.0232448,0.645,0.645,63.1,9.517825004459306,1,1,0,9.664,10.589,0.881,0.01375,26.345,0.9250000000000008,9.221,10.586,0.957,0.013593,26.545,1.3650000000000002,9.866743256617056,10.204284,50.296043,0.91839314,0.90316,7.89829,1552,4.619281435115719,0.4690509757651411,0.9120509757651406,0.2663077191480846,-0.0712330242348587,Low,0.138,0.0,0.3777369558811188,-0.07918840646743774,1.44211,0.6645744229510981,fast
10504-1902,1-232053,0.0234274,0.599,0.599,135.0,4.280672672276757,1,1,0,10.407,10.408,0.0,0.038407,51.34,0.0009999999999994,10.397,10.417,0.045,0.037204,51.061,0.0199999999999995,9.96076274597638,10.298304,128.46425,1.3092272,0.809255,3.56379,1040,2.093392853216862,0.1968242241817171,0.206824224181717,0.6430614782053371,0.3055202241817174,Mid,0.212,0.0,0.7853362560272217,0.07561946660280228,3.50572,0.3208507371653848,fast
10505-12702,1-300739,0.0231073,0.632,0.632,92.0,3.170207489416784,1,1,0,9.77,9.91,0.275,0.01453,70.918,0.1400000000000005,9.734,9.902,0.321,0.014994,73.584,0.1679999999999992,9.724511799487509,10.062053,87.069405,1.2854015,0.591042,2.96557,1168,1.5297493724505449,0.359760352572395,0.3957603525723948,0.4052485530848859,0.0677073525723941,Low,0.487,0.0,0.7311193346977234,0.03089338168501854,4.10254,0.18462028370799252,fast
10504-3703,1-300968,0.0230389,0.696,0.696,138.5,4.8980389600160885,1,1,0,10.248,10.382,0.263,0.017703,81.045,0.1340000000000003,10.217,10.381,0.313,0.017167,81.857,0.1639999999999997,10.038003845201851,10.375545,126.057655,1.2545755,0.485722,4.88858,1040,2.3566953021102246,0.3908507993383612,0.4218507993383599,0.6008469541365091,0.2633057993383597,Low,0.661,0.0,0.7511321902275085,0.0670660138130188,4.58405,0.37230343608129757,fast
11866-6103,1-60349,0.032751083,0.079,0.079,103.5,8.177984420330752,1,1,0,11.296,11.517,0.399,0.025668,2.566,0.221,11.296,11.518,0.399,0.025663,2.566,0.2220000000000013,10.404469286439925,10.74201,107.76716,0.91393983,0.9822087,6.1621175,1040,5.528235726673631,-0.423031655176424,-0.423031655176424,0.4684990583836504,0.1309583448235746,High,0.037,0.014,0.7108558416366577,-0.06672075390815735,4.744958,0.7425865532899677,slow
11866-6102,1-1038,0.033372667,0.751,0.751,152.7,7.406246758287068,3,1,0,10.852,10.917,0.138,0.021576,52.692,0.0649999999999995,10.869,10.909,0.089,0.021299,52.692,0.0400000000000009,10.498546194563804,10.836087,128.00056,0.9870456,0.7276412,6.3171196,1040,5.097745023542227,0.1352107642564305,0.1182107642564311,0.4886645696926266,0.1511237642564318,Mid,0.309,0.0,0.5703568458557129,0.05696116387844086,2.5901756,0.707378109352566,fast
11761-6104,1-195292,0.027622078,0.476,0.476,123.5,6.678662617440828,1,1,0,10.51,10.511,0.0,0.034412,59.491,0.0009999999999994,10.421,10.513,0.19,0.034454,59.739,0.0920000000000005,10.08823133941959,10.425772,119.56275,0.90941083,0.74340904,6.3879013,1168,3.831353440703016,0.2939529237722255,0.382952923772226,0.7157215843526357,0.378180923772225,Mid,0.285,0.089,0.7054773569107056,-0.030037181451916695,3.954261,0.58335221730982,fast
11946-1901,1-211531,0.031098258,0.585,0.585,197.0,4.57170468182392,3,1,0,10.836,10.854,0.039,0.037759,79.395,0.0179999999999989,10.779,10.844,0.136,0.037973,80.852,0.0649999999999995,10.43554888793173,10.773089,183.57848,1.393498,0.5934056,3.9835784,1040,2.940324473051957,0.2254477135071741,0.2824477135071744,0.6258988255754437,0.2883587135071738,Mid,0.532,0.12,0.8363819122314453,0.17142045497894287,3.1194658,0.46839525867080356,fast
12082-3703,1-551474,0.09389,0.79,0.79,177.2,2.3733155269609165,3,1,0,10.887,10.923,0.08,0.038418,75.066,0.0359999999999995,10.83,10.908,0.165,0.03623,73.448,0.0779999999999994,10.537783544411967,10.875324,154.47736,1.0226417,0.57309073,2.5027375,0,4.278405594737651,0.1874205466211423,0.2444205466211427,0.5366370022091755,0.1990965466211419,High,0.443,0.0,0.5208625197410583,0.09903858602046967,2.0768213,0.63128195349562,fast
11980-12705,1-270550,0.022340506,0.643,0.643,53.3,4.862500842860608,1,1,0,8.071,9.333,0.945,0.053629,86.82,1.2620000000000005,8.559,9.334,0.832,0.055531,86.82,0.7750000000000004,8.999022041147647,9.336563,38.033184,0.9087569,0.25580105,8.37563,1168,2.270599401244018,1.5108748035143726,1.022874803514373,0.5828527623667252,0.2453118035143723,Low,0.862,0.483,0.23826611042022705,-0.231031134724617,0.6764637,0.3561405189948944,fast
11871-12701,1-455630,0.026263572,0.858,0.858,101.3,11.79881737713499,1,1,0,10.174,10.66,0.673,0.016923,74.911,0.4860000000000006,10.32,10.686,0.57,0.016516,74.911,0.3659999999999996,9.974585097498965,10.312126,69.59883,0.9103471,0.39267623,16.438066,1040,6.446338921719932,0.3859259285343378,0.2399259285343369,0.5853408310353725,0.2477999285343379,Low,0.697,0.0,0.2757226824760437,0.0034281464759260416,4.631166,0.8093131351762115,fast
12485-6103,1-415565,0.034497887,0.051,0.051,152.0,7.118030017762046,1,1,0,10.948,11.012,0.137,0.04138,2.811,0.064,10.958,11.029,0.151,0.041389,2.781,0.0709999999999997,10.377173975140153,10.714715,157.82547,0.8945173,0.842286,5.5931373,1040,5.05769069022741,0.2177153641431865,0.2077153641431865,0.7885413890030343,0.4510003641431868,High,0.194,0.006,0.6975540518760681,0.004654552787542343,6.0,0.703952265966282,slow
11954-6101,1-152311,0.0158064,0.7,0.7,44.3,6.316151853575688,1,1,0,9.157,9.444,0.483,0.031182,67.709,0.2870000000000008,9.256,9.446,0.354,0.030866,68.952,0.1899999999999995,9.377001008229268,9.714541,36.737804,0.9636341,0.5253737,5.9878416,1040,2.103430265764517,0.3615634197679429,0.2625634197679428,0.1415624115386751,-0.1959775802320576,Low,0.572,0.0,0.5650221705436707,-0.1614145040512085,5.563611,0.32292811858943954,fast
11979-6104,1-270655,0.035153735,0.777,0.777,138.9,8.666476915767202,1,1,2,10.849,10.976,0.253,0.039981,45.365,0.1270000000000006,10.855,10.929,0.156,0.035844,45.23,0.0739999999999998,10.334355078691452,10.671896,124.52865,0.9299687,0.90820265,6.553639,4288,6.270048139343408,0.2042183507315041,0.198218350731504,0.7188632720400523,0.381322350731504,Mid,0.248,0.0,0.6885614395141602,0.10333135724067688,3.9066112,0.7972708752120478,fast
12087-12705,1-117635,0.039812516,0.831,0.831,175.7,7.627701147313312,3,1,0,11.05,11.05,0.0,0.025874,77.661,0.0,11.02,11.045,0.054,0.029047,78.29,0.0250000000000003,10.73846133777612,11.076002,128.14093,0.9700642,0.34739926,9.463383,1040,6.214939443303024,0.0242215601250321,0.0542215601250334,0.335760222348912,-0.0017804398749679,High,0.689,0.447,0.6890459060668945,0.08377140760421753,1.6659733,0.7934369013497528,fast
11954-12704,1-624592,0.03031263,0.623,0.623,152.7,10.11974958439574,1,1,2,11.063,11.063,0.0,0.016798,67.135,0.0,11.084,11.085,0.003,0.01505,66.875,0.0010000000000012,10.639074082314144,10.976615,128.77115,0.9855975,0.6393099,10.383043,4160,6.350187891918999,0.0248326395215332,0.0038326395215342,0.44875855720739,0.1112176395215331,High,0.246,0.0,0.12989495694637299,0.009634173475205898,1.430283,0.8027865755622734,fast
11952-12704,1-634329,0.03383987,0.781,0.781,127.9,12.400239221146933,1,1,0,10.997,11.011,0.032,0.022368,45.474,0.0139999999999993,10.97,11.018,0.104,0.023855,45.651,0.048,10.564576237657503,10.902117,108.28788,0.93631077,0.66970164,11.739714,1040,8.649741501103861,0.0745717470801808,0.1015717470801801,0.5069955094226775,0.1694547470801801,High,0.467,0.624,0.747269868850708,0.10340064018964767,3.1053061,0.9370031286993024,fast
11833-6102,1-176074,0.04543451,0.855,0.855,131.9,5.309051851400263,1,1,0,10.606,10.697,0.188,0.032802,62.716,0.0909999999999993,10.644,10.697,0.114,0.032308,62.716,0.052999999999999,10.151883099307806,10.489424,100.82858,0.8929398,0.5669702,5.3839173,0,4.903430570716053,0.1570762477591596,0.1190762477591593,0.6111931484513533,0.2736522477591598,Mid,0.496,0.0,0.3947703540325165,-0.02564186602830887,3.0439937,0.6905000303613749,fast
11753-6103,1-78284,0.021579904,0.623,0.623,79.9,5.341904270612238,1,1,0,9.856,10.21,0.557,0.021398,39.136,0.354000000000001,9.951,10.198,0.434,0.02128,39.23,0.2469999999999999,9.667501423053036,10.005042,68.98223,0.9627942,0.5689812,5.6264567,1040,2.4117639752208584,0.2692181788447502,0.1742181788447495,0.4577167557917142,0.1201761788447504,Low,0.497,0.0,0.432516872882843,-0.19497808814048767,1.139384,0.38233480376879925,fast
11826-3701,1-401202,0.02031868,0.528,0.528,70.9,4.479640728636486,1,1,0,9.596,9.855,0.45,0.030016,54.531,0.2590000000000003,9.878,9.879,0.0,0.028326,52.735,0.0009999999999994,9.279125837473549,9.616667,62.38217,1.0887343,0.70792466,4.0348,1040,1.9071896051388295,0.3399237422861887,0.0579237422861887,0.65679790481264,0.3192567422861893,Low,0.328,0.0,0.22986873984336853,-0.017204102128744125,0.85066444,0.2803938710073168,fast
12068-6104,1-106204,0.057716995,0.705,0.705,164.4,7.246053820240225,1,1,0,11.077,11.411,0.536,0.015031,37.031,0.3339999999999996,11.022,11.418,0.598,0.014976,37.091,0.395999999999999,10.921463237565058,11.259004,132.74623,1.0101645,0.86909086,5.805411,1040,8.378113021535576,0.1575995221624746,0.2125995221624744,0.3131362845974162,-0.0244044778375244,High,0.166,0.0,0.20954087376594543,-0.032266080379486084,1.6156325,0.9231462147382774,fast
11761-12701,1-194947,0.016435266,0.669,0.669,60.1,12.030950643790147,1,1,0,9.709,10.216,0.689,0.043897,45.297,0.5069999999999997,8.927,10.214,0.948,0.042655,45.944,1.2870000000000008,9.250002024583956,9.587543,45.67786,0.8949613,0.6817222,10.96521,1040,4.162805393439605,0.2952065222961039,1.077206522296104,0.754204497712147,0.4166635222961034,Low,0.408,0.359,0.268996000289917,-0.4438243508338928,1.1466496,0.6193861085733451,fast
12067-12705,1-26682,0.033292945,0.795,0.795,138.0,13.896032534657296,1,1,0,11.192,11.22,0.063,0.019849,41.317,0.0280000000000004,11.169,11.201,0.072,0.014486,41.395,0.032,10.641956425058485,10.979497,114.3636,0.90471125,0.8723939,11.231088,1040,9.54275566175832,-0.0303416446971884,-0.0073416446971887,0.5197019302443269,0.1821613553028114,High,0.262,0.0,0.49056586623191833,0.12523123621940613,3.5170221,0.9796738040419918,fast
11945-6101,1-95069,0.030246329,0.653,0.653,116.6,8.11065851936944,1,1,0,10.663,10.691,0.063,0.021415,56.158,0.0280000000000004,10.663,10.689,0.059,0.021543,56.798,0.0259999999999998,10.268079393724502,10.60562,97.48509,1.0009692,0.7007695,7.4264126,1040,5.0787492718727805,0.0860420825534455,0.0860420825534455,0.4809626888289438,0.1434220825534458,Mid,0.335,0.09,0.20915991067886353,-0.08313308656215668,2.1588166,0.7057567730707898,fast
11979-3704,1-273110,0.03573745,0.68,0.68,150.2,4.8681897708208615,3,1,2,10.718,10.749,0.069,0.02755,72.978,0.0310000000000005,10.718,10.75,0.071,0.02754,73.013,0.032,10.335122331249025,10.672663,135.02643,1.0925548,0.53420097,5.049253,4224,3.578018665269008,0.1618890881023209,0.1618890881023209,0.544766756853296,0.2072260881023208,Mid,0.428,0.0,0.8137288689613342,0.11799143999814987,2.6371896,0.5536426017993222,fast
12490-9101,1-138276,0.02923917,0.84,0.84,116.1,6.531418857563496,3,1,0,10.508,10.513,0.01,0.05887,75.188,0.0050000000000007,9.969,10.462,0.679,0.057421,76.292,0.4930000000000003,10.001601933755063,10.339143,78.13928,0.85998785,0.37329146,8.066079,1216,3.958487551207945,-0.0593229906056701,0.4796770093943295,0.4470750756392655,0.1095340093943289,Mid,0.7,0.0,0.5446217060089111,0.05984845012426376,0.7835627,0.5975292834931878,fast
10224-3704,1-108949,0.0249796,0.595,0.595,151.4,6.765279503540408,1,1,0,10.623,10.738,0.232,0.017999,62.716,0.1150000000000002,10.59,10.768,0.336,0.017074,62.786,0.1780000000000008,10.222729473781731,10.56027,151.31125,1.12395,0.763916,3.95365,1040,3.5210158587437803,0.3488193347734121,0.3818193347734115,0.7490898609916801,0.4115493347734121,Mid,0.294,0.0,0.786429226398468,0.13300329446792603,5.28463,0.5466679811478335,fast
10224-12703,1-603624,0.0408744,0.84,0.84,149.9,10.250198092020154,3,1,0,10.941,11.031,0.187,0.025239,77.603,0.0899999999999998,10.912,11.022,0.224,0.028018,77.827,0.1099999999999994,10.553194646256628,10.890736,112.36312,0.8573767,0.307446,14.2615,1040,8.56354716290287,0.1583101890493748,0.1873101890493748,0.5461155427927475,0.2085741890493752,High,0.758,0.524,0.5024105310440063,0.0065023405477404594,2.18781,0.932653693903558,fast
10224-6102,1-36266,0.0415035,0.21,0.21,236.5,6.890066827702473,1,1,0,11.273,11.274,0.0,0.030191,86.468,0.0009999999999994,11.27,11.272,0.0,0.036176,86.468,0.0020000000000006,10.717514062257225,11.055055,240.56711,0.9867009,0.659065,5.88218,1040,5.840505421291651,0.3213318487817123,0.3243318487817124,0.8768177865244874,0.5392768487817127,High,0.388,0.136,0.8513039350509644,0.14797595143318176,6.0,0.7664504313898293,slow
10224-6101,1-36267,0.0263448,0.791,0.791,80.8,6.640886201476023,1,1,0,9.14,10.292,0.93,0.025807,57.506,1.1519999999999992,9.967,10.288,0.522,0.024374,57.389,0.3209999999999997,9.630126714032937,9.967668,51.795254,0.93636644,0.633761,6.32743,1168,3.639142553081888,0.914987918028165,0.0879879180281651,0.4248612039952291,0.0873199180281658,Low,0.429,0.0,0.34022364020347595,-0.03309647738933563,1.19431,0.560999068173279,fast
10224-3701,1-35937,0.0406206,0.111,0.111,206.2,7.7170558879903135,1,1,0,11.147,11.219,0.152,0.023736,39.215,0.0719999999999991,11.237,11.248,0.023,0.023034,5.151,0.0109999999999992,10.711923587507457,11.049464,209.30226,0.9410155,0.93864,5.22224,1040,6.409147932776452,0.366757046971049,0.2767570469710492,0.8018334594635927,0.4642930469710489,High,0.05,0.0,0.8151851296424866,0.14935551583766937,6.0,0.8068002958697663,slow
10224-6103,1-36278,0.0257344,0.742,0.742,82.3,6.987746576360827,1,1,0,10.29,10.29,0.0,0.030453,53.358,0.0,10.115,10.296,0.341,0.028959,55.907,0.1809999999999991,9.700054385628238,10.037595,57.761127,0.8448579,0.663199,6.60771,1168,3.743264773417589,-0.1280692205152058,0.0469307794847929,0.4618763938565548,0.1243357794847936,Mid,0.405,0.0,0.35238415002822876,-0.09044431149959564,0.522862,0.5732505472766769,fast
10224-9101,1-582042,0.0295271,0.806,0.806,128.0,6.559974623989917,3,1,0,10.548,10.549,0.003,0.025244,66.588,0.0009999999999994,10.455,10.543,0.182,0.022305,66.301,0.0879999999999991,10.16977432793062,10.507315,84.78425,0.92599195,0.461507,7.45434,1168,4.013548102891355,-0.0224322465223758,0.0705677534776241,0.3557934255470043,0.018252753477624,Mid,0.612,0.363,0.21865145862102509,-0.022544067353010178,0.64795,0.6035284724193293,fast
11945-1902,1-569313,0.029527688,0.678,0.678,130.7,3.269288500925264,1,1,2,10.312,10.312,0.0,0.044611,78.754,0.0,10.316,10.316,0.0,0.041636,79.889,0.0,10.034863385285066,10.372404,121.239006,1.2349491,0.4582581,3.723983,4288,2.00026667546696,0.2217815493213401,0.2177815493213388,0.4989181640362738,0.16137754932134,Mid,0.538,0.298,0.745771050453186,0.07231931388378143,3.2772884,0.301087899645554,fast
12094-6102,1-40252,0.058981284,0.78,0.78,146.3,7.047903401245507,1,1,2,11.094,11.127,0.074,0.030144,41.103,0.0330000000000012,11.146,11.161,0.034,0.017821,41.103,0.0149999999999987,10.677249169353672,11.01479,116.79291,0.91092986,0.77673876,5.727172,4288,8.315027487235717,0.0261055635754879,-0.0258944364245133,0.4428563942218152,0.1053155635754877,High,0.237,0.0,0.582184910774231,0.0535583458840847,2.0035684,0.9198636892182035,fast
11835-3703,1-82967,0.02648727,0.767,0.767,61.2,3.384027350768012,1,1,2,9.391,9.577,0.348,0.034635,68.373,0.1859999999999999,9.341,9.579,0.422,0.036147,72.304,0.2380000000000013,9.535677219069472,9.873218,50.754013,0.9636756,0.52319217,4.1128054,4288,1.8641215601369656,0.3558239181684169,0.4058239181684177,0.2111466990989453,-0.1263940818315826,Low,0.592,0.0,0.6123180389404297,-0.1410200446844101,2.7540934,0.27047422946396193,fast
11941-12704,1-135075,0.029864235,0.754,0.754,91.1,14.757467794192308,1,1,0,11.013,11.465,0.647,0.01079,18.226,0.4519999999999999,10.884,11.474,0.743,0.010599,18.246,0.5899999999999999,10.432015504771451,10.769556,73.32275,0.86586094,0.8794518,11.035524,1040,9.128339146554673,-0.2567218273634444,-0.1277218273634448,0.3242626678651043,-0.0132778273634442,High,0.12,0.0,0.3427789509296417,0.024794645607471466,1.6712055,0.9603917671179893,fast
11955-6103,1-195233,0.03806129,0.745,0.745,133.9,2.8279657249361856,1,1,2,10.411,10.422,0.024,0.029224,44.191,0.011000000000001,10.407,10.419,0.026,0.029403,44.528,0.0120000000000004,10.410433135866937,10.747973,130.2584,2.419719,0.8682851,2.220205,4672,2.2074710463233167,0.2279154101474309,0.2319154101474304,0.228482274280494,-0.1090575898525694,Mid,0.257,0.154,0.1584983468055725,0.08488506078720093,5.8160024,0.3438950159848368,fast
11984-12701,1-273427,0.031223543,0.825,0.825,98.0,9.18872744799684,1,1,2,10.502,10.528,0.06,0.026183,69.961,0.0259999999999998,10.198,10.508,0.51,0.025751,69.662,0.3099999999999987,9.932515467121627,10.270056,65.13213,0.95480853,0.48073593,9.681668,4224,5.932706603890832,-0.0357476511302451,0.2682523488697551,0.5337368817481283,0.1961963488697552,Mid,0.605,0.0,0.18979640305042267,-0.0107301389798522,1.5390208,0.7732528712665127,fast
12484-1901,1-409368,0.02615431,0.642,0.642,80.8,3.011770268723285,1,1,2,9.722,9.805,0.173,0.047921,77.866,0.0830000000000001,9.698,9.802,0.212,0.048511,79.327,0.1039999999999992,9.659281495497142,9.996822,73.35164,1.0557728,0.45237347,3.694008,4240,1.638866078793232,0.2887720383868018,0.312772038386801,0.3514905428896594,0.0139500383868017,Low,0.632,0.0,0.5587907433509827,-0.1182585284113884,2.888184,0.21454346631156693,fast
11953-6103,1-258856,0.04053468,0.045,0.045,217.3,7.373887473622704,1,1,0,11.11,11.192,0.17,0.019048,85.847,0.0820000000000007,11.122,11.194,0.151,0.034829,85.847,0.0720000000000009,10.595145889300944,10.932687,220.87392,0.96741426,0.73198295,5.382712,1040,6.111817176070336,0.4298681480985462,0.4178681480985456,0.9447222587976012,0.6071811480985461,High,0.321,0.188,0.831940233707428,-0.055505748838186264,6.0,0.7861703546299132,slow
12487-12705,1-387136,0.026520438,0.757,0.757,213.8,12.695615131967909,3,1,2,11.264,11.264,0.0,0.017604,63.463,0.0,11.256,11.269,0.029,0.016573,63.327,0.0129999999999999,10.736865287218771,11.074406,160.40546,0.9288342,0.51825106,13.844195,4160,7.001968577656232,0.057067367088756,0.0650673670887552,0.5842020798699843,0.2466613670887558,High,0.553,0.413,0.6375613808631897,0.10231061279773712,3.1029053,0.8452201574742684,fast
11754-12701,1-585282,0.028853338,0.859,0.859,119.8,9.900087802126516,1,1,0,10.311,10.732,0.62,0.012401,79.321,0.4209999999999994,10.092,10.714,0.761,0.012239,79.321,0.6219999999999999,10.128338159443592,10.4658785,72.86936,0.8900567,0.40567154,11.994241,1040,5.923719136246488,0.2520932848969031,0.4710932848969025,0.434755125453311,0.0972147848969025,Mid,0.653,0.0,0.2772881090641022,0.015446801669895649,2.0678866,0.7725944589528242,fast
11941-6103,1-135163,0.03369584,0.781,0.781,103.9,6.564199821681368,1,1,2,10.419,10.536,0.235,0.027747,49.086,0.1169999999999991,10.416,10.537,0.243,0.028956,49.181,0.1210000000000004,10.140015804699711,10.477556,86.94599,0.87492085,0.6425277,6.104565,4288,4.560136772557388,0.1838858979989437,0.1868858979989438,0.4628700932992329,0.1253298979989443,Mid,0.503,0.575,0.3036133050918579,-0.03310522809624672,3.39617,0.658977868689907,fast
11956-1902,1-151674,0.022573011,0.36,0.36,87.7,2.3686824097180605,1,1,0,9.743,9.787,0.097,0.047029,54.873,0.0440000000000004,9.788,9.788,0.0,0.045608,67.838,0.0,9.476688742695412,9.814229,87.40914,1.1597424,0.8245812,1.8700536,1168,1.1172786497471776,0.2536841100352,0.2086841100352001,0.5199953673397882,0.1824551100352012,Low,0.119,0.0,0.7145964503288269,-0.024327978491783142,5.985763,0.048161499843991026,fast
