plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
8947-9102,1-149586,0.0280109,0.754,0.754,90.8,10.3424175003622,1,1,0,10.438,10.778,0.542,0.016736,37.143,0.3399999999999998,10.403,10.791,0.591,0.016632,37.142,0.3879999999999999,10.205515623113698,10.5430565,73.77869,0.87881035,0.848199,8.21126,1040,6.013829536161482,0.1424219086913044,0.1774219086913045,0.3749062855776072,0.0373654086913046,Mid,0.199,0.0,0.453023761510849,0.05422424152493477,2.18926,0.779151113728974,fast
8945-9102,1-279410,0.0338424,0.573,0.573,120.4,10.529401701869258,1,1,0,10.982,10.983,0.0,0.028669,25.821,0.0010000000000012,10.966,10.994,0.062,0.028812,25.781,0.0280000000000004,10.49047258207258,10.828013,116.151855,0.8788048,0.907152,8.12882,1040,7.345272353464725,0.0794691192173563,0.0954691192173563,0.5709965371447749,0.2334561192173553,High,0.128,0.0,0.45395612716674805,0.047450657933950424,6.0,0.8660079035182376,fast
8980-9102,1-236141,0.0252015,0.779,0.779,81.0,4.661120832511135,3,1,2,9.827,9.871,0.098,0.043973,83.639,0.0440000000000004,9.893,9.893,0.0,0.043247,84.951,0.0,9.314259173415191,9.6518,52.242363,0.9058683,0.254811,7.25746,4288,2.4467897831089136,0.0630511989127524,-0.0029488010872482,0.575792025497561,0.2382511989127526,Low,0.83,0.0,0.21346701681613922,-0.14000605046749115,0.854498,0.3885966583760816,fast
8950-9102,1-456842,0.0232595,0.719,0.719,74.9,8.33071265924715,3,1,0,10.032,10.426,0.596,0.026391,42.136,0.3940000000000001,10.219,10.376,0.303,0.026243,42.144,0.157,9.842170980154762,10.179711,57.98033,0.86281496,0.79872,7.11916,1168,4.045625451874979,0.1669559541104258,-0.0200440458895736,0.3567849739556637,0.0192449541104265,Low,0.244,0.0,0.6684036254882812,0.09186491370201111,1.84167,0.6069856728704064,fast
9042-9102,1-549071,0.0312694,0.851,0.851,128.8,8.271499679220918,3,1,0,10.744,10.744,0.0,0.021698,59.784,0.0,10.744,10.744,0.0,0.021393,59.716,0.0,10.308698842642626,10.646239,78.92571,0.89196444,0.637675,8.06567,1168,5.348045279585199,-0.1559590140539768,-0.1559590140539768,0.2793421433033974,-0.0581980140539765,Mid,0.513,0.504,0.3374931812286377,-0.04581787809729576,0.804674,0.7281950755889648,fast
9026-9102,1-94720,0.0312086,0.29,0.29,83.5,9.234846345676097,1,1,0,11.216,11.216,0.0,0.029718,2.566,0.0,11.21,11.213,0.008,0.029552,2.566,0.0029999999999983,10.34747638204818,10.685017,88.99332,0.89351773,0.857134,7.07095,1040,5.959737304547311,-0.4766491494134146,-0.4706491494134162,0.3918744685384044,0.0543338505865843,High,0.328,0.0,0.7219211459159851,0.14126327633857727,3.38202,0.7752271171731433,slow
9002-9102,1-373381,0.0248984,0.569,0.569,65.7,3.2611547932293523,1,1,0,7.694,9.416,0.981,0.061863,86.828,1.7220000000000004,9.054,9.464,0.611,0.064263,86.827,0.4100000000000001,8.9625852452234,9.300126,47.616688,0.8954185,0.392035,4.27873,0,1.691929935619719,1.9553096592251733,0.5953096592251728,0.6867244140017736,0.3491836592251726,Low,0.734,0.0,0.42372867465019226,-0.09952998906373978,0.711194,0.22838237454002427,fast
8625-1902,1-23955,0.0262367,0.539,0.539,72.6,2.940248509672323,1,1,2,9.756,9.757,0.0,0.052305,63.521,0.0009999999999994,9.757,9.757,0.0,0.052311,63.862,0.0,9.377797833111226,9.715339,67.01219,1.1747185,0.649383,2.82395,4672,1.6048271068532138,0.1671447892325661,0.1661447892325666,0.5453469561213409,0.2078057892325661,Low,0.432,0.038,0.7979711890220642,-0.15816593170166016,2.70658,0.20542825133022474,fast
9183-3704,1-122141,0.0404168,0.452,0.452,155.0,6.567102748941255,3,1,0,10.99,11.015,0.056,0.030104,36.703,0.0250000000000003,10.998,11.013,0.034,0.029708,36.676,0.0150000000000005,10.603400974584952,10.940942,149.99289,0.99083406,0.838652,5.15509,1040,5.428055534813183,0.1621945438658533,0.1541945438658543,0.5487935692809016,0.2112525438658539,High,0.055,0.0,0.5772175192832947,0.05252012982964516,2.96399,0.7346442823074377,fast
9509-12701,1-298640,0.0204859,0.647,0.647,101.6,6.377865758813573,1,1,0,10.246,10.262,0.035,0.059627,83.863,0.016,10.245,10.269,0.053,0.059564,83.863,0.0240000000000009,9.341036651306013,9.678577,88.669754,0.9127581,0.329452,8.15893,1168,2.7371417155014237,0.1522572062991921,0.1532572062991933,1.05722055499318,0.719680206299192,Low,0.743,0.0,0.3209398686885834,-0.016068045049905777,2.094,0.4372972835873112,fast
8932-12702,1-456865,0.0204487,0.777,0.777,85.4,6.683633355937296,3,1,0,9.925,10.053,0.254,0.026421,85.141,0.1280000000000001,10.073,10.093,0.045,0.028505,86.424,0.0199999999999995,9.844729353674849,10.18227,62.059105,0.8658468,0.299934,9.55815,1040,2.863286678147879,0.1828847642207848,0.0348847642207852,0.263155410545937,-0.0743852357792152,Low,0.806,0.0,0.7345093488693237,0.08373616635799408,1.74315,0.45686483265476774,fast
9037-3704,1-199454,0.0195954,0.337,0.337,101.2,4.999024180801257,1,1,2,10.164,10.349,0.346,0.021765,18.909,0.1850000000000005,10.182,10.315,0.264,0.020803,18.88,0.1329999999999991,9.96401954659403,10.30156,103.03646,1.1976584,0.920454,3.81869,4160,2.05436097385443,0.2400675304633008,0.2220675304633,0.4400479838692696,0.1025075304633002,Low,0.025,0.0,0.8016757369041443,-0.11827058345079422,5.12134,0.31267675629108777,fast
8625-3704,1-23890,0.0300622,0.572,0.572,116.9,4.901868131284307,1,1,2,10.409,10.569,0.308,0.017407,37.308,0.1600000000000001,10.392,10.568,0.332,0.017183,37.52,0.1760000000000001,10.084125664779949,10.421666,114.17268,1.4917632,0.827462,3.79627,4288,3.0514552321166186,0.2560403092719377,0.2730403092719391,0.5809146444919899,0.2433743092719384,Mid,0.27,0.0,0.7864865064620972,0.11502040177583694,3.97768,0.4845070028073298,fast
9034-12704,1-198212,0.037839,0.17,0.17,198.5,8.97770080648141,1,1,0,11.076,11.294,0.393,0.021061,20.731,0.2179999999999999,11.075,11.295,0.396,0.02105,20.715,0.2200000000000006,10.797909849158636,11.13545,201.56712,0.9121334,0.976644,6.45904,1040,6.968803389695712,0.4414065087858559,0.4424065087858572,0.719496659627221,0.3819565087858561,High,0.019,0.0,0.759024977684021,0.0788116306066513,6.0,0.84315821197653,slow
9195-3704,1-42660,0.0261784,0.369,0.369,93.7,5.8931773046010045,1,1,0,9.952,10.472,0.698,0.017612,43.018,0.5199999999999996,9.64,10.497,0.861,0.017303,42.62,0.8569999999999993,9.95123840673314,10.288779,83.96707,0.95912313,0.770719,5.08068,1168,3.20965451662264,0.4680852013294383,0.7800852013294377,0.4688467945962987,0.1313062013294383,Low,0.297,0.0,0.36121588945388794,-0.1407788246870041,1.99151,0.5064582879814352,fast
8311-12703,1-523105,0.0319257,0.89,0.89,135.7,7.705668220790592,3,1,0,10.647,10.749,0.208,0.020414,71.954,0.1020000000000003,10.749,10.755,0.014,0.01798,71.959,0.0060000000000002,10.197784874025391,10.535325,79.29592,0.9172996,0.449164,8.55183,1168,5.082739995714587,-0.0769915058243581,-0.1789915058243583,0.372223620150251,0.0346834941756418,Mid,0.636,0.0,0.25605541467666626,-0.03709305450320244,1.4826,0.7060978942168662,fast
9183-12702,1-604992,0.0330229,0.783,0.783,124.3,9.1153705517446,3,1,0,10.805,10.87,0.139,0.02392,56.621,0.0649999999999995,10.758,10.875,0.236,0.023744,56.627,0.1170000000000008,10.232388689427824,10.569929,83.96539,0.8409203,0.61037,9.72131,1168,6.2110031455458685,-0.0982287162250703,-0.0512287162250698,0.4743825943471057,0.1368422837749292,Mid,0.395,0.0,0.3040796220302582,0.01635907031595707,0.660857,0.7931617491928808,fast
9508-3704,1-298778,0.0287366,0.716,0.716,129.6,7.923239682466836,1,1,0,10.532,10.795,0.454,0.023336,62.929,0.2629999999999999,10.373,10.826,0.648,0.019108,62.977,0.4530000000000012,10.36298923286715,10.70053,106.31693,0.9560564,0.733225,6.99365,1552,4.722357350753836,0.2607726184257831,0.4197726184257839,0.429783385558633,0.0922426184257826,Mid,0.172,0.001,0.5073003172874451,0.04642106965184212,1.98432,0.6741588479668427,fast
9194-3704,1-37754,0.0392907,0.077,0.077,208.8,6.693947394404937,2,1,0,11.08,11.107,0.057,0.03046,39.215,0.0269999999999992,11.22,11.244,0.053,0.030278,2.971,0.0239999999999991,10.599416882895374,10.936957,219.46585,1.1675187,0.887018,3.8345,1040,5.386018427613291,0.3994106533240884,0.2594106533240879,0.8799937704287143,0.5424536533240889,High,0.163,0.002,0.8520123362541199,0.09216177463531494,6.0,0.7312678349642916,slow
8443-3704,1-422911,0.0303094,0.712,0.712,85.5,3.623570999947261,1,1,2,9.461,9.957,0.68,0.038315,68.922,0.4960000000000004,10.044,10.045,0.0,0.038016,86.636,0.0009999999999994,9.657187843014908,9.994728,67.957085,1.023982,0.549602,4.36594,4608,2.273573510628212,0.625587399508305,0.0425873995083047,0.4293995564933972,0.0918593995083049,Low,0.602,0.0,0.1721816062927246,-0.09767018258571625,1.56446,0.3567090006542012,fast
9028-1901,1-269227,0.0306899,0.219,0.219,213.2,3.5834415410859792,1,1,2,10.778,10.836,0.122,0.03547,49.881,0.0579999999999998,10.816,10.819,0.003,0.033085,51.671,0.0030000000000001,10.096576346701688,10.434117,212.55516,1.514427,0.840096,2.36077,4224,2.2755743761356606,0.2994432551085604,0.2614432551085601,0.9808669084068724,0.6433262551085603,Mid,0.267,0.0,0.8742715716362,0.1596345752477646,4.71161,0.35709103479623405,slow
8933-1902,1-457235,0.025315,0.617,0.617,129.2,3.6705331878870777,3,1,0,10.271,10.287,0.035,0.039836,67.902,0.016,10.275,10.287,0.027,0.039891,68.677,0.0120000000000004,9.87412855612108,10.211669,120.51333,1.1949918,0.649816,3.44797,1168,1.9352061299716,0.2432063204788916,0.239206320478892,0.6400777643578117,0.3025373204788918,Mid,0.429,0.0,0.82928067445755,-0.002672594040632248,2.84896,0.28672723103004466,fast
8997-12704,1-149454,0.0483296,0.64,0.64,243.8,10.092267290352233,3,1,0,11.499,11.5,0.0,0.023039,74.911,0.0009999999999994,11.442,11.488,0.098,0.021927,74.911,0.0459999999999993,10.924835240612827,11.262376,209.34035,0.93606365,0.467019,11.3156,1040,9.880897016089222,0.2029111802868428,0.2599111802868433,0.7770759396740162,0.4395351802868438,High,0.652,0.262,0.5396279096603394,0.03418921306729317,2.30031,0.9947963728724553,fast
9033-3704,1-593544,0.0374226,0.611,0.611,158.9,11.72550262594928,1,1,0,11.074,11.074,0.0,0.030712,68.472,0.0,11.065,11.1,0.076,0.031197,68.477,0.0350000000000001,10.612524261715778,10.950065,142.12802,0.9054269,0.534673,12.1298,1040,9.006090718028839,0.2513046445774755,0.2603046445774757,0.7127803828616969,0.375239644577475,High,0.59,0.0,0.5181642770767212,0.13570371270179749,3.36402,0.9545363172816891,fast
8932-12701,1-456376,0.025071,0.608,0.608,74.1,12.248308747372048,1,1,0,10.055,10.539,0.671,0.028461,45.898,0.484,10.169,10.527,0.561,0.028436,45.768,0.3579999999999987,9.79531054465494,10.132852,59.006214,0.84426457,0.780221,11.2001,1168,6.397295424489019,0.3582008222855228,0.244200822285522,0.6178902776305821,0.2803488222855227,Low,0.351,0.0,0.5063597559928894,-0.17188780009746552,1.4215,0.8059964067223939,fast
8936-12702,1-152720,0.0570368,0.161,0.161,276.4,8.475133632543976,1,1,0,11.504,11.724,0.397,0.028114,20.143,0.2200000000000006,11.444,11.701,0.446,0.033258,22.6,0.2569999999999997,10.935962985463982,11.273503,268.11325,0.883955,0.842928,8.37994,1040,9.691552281477062,0.4044388126463544,0.4644388126463532,0.9724758271823716,0.6349358126463542,High,0.218,0.58,0.7273617386817932,0.12965106964111328,6.0,0.9863933429215995,slow
8982-12704,1-458105,0.0368414,0.317,0.317,154.3,7.828493756907448,1,1,2,10.924,10.924,0.0,0.033046,62.72,0.0,10.906,10.907,0.0,0.025445,86.357,0.0009999999999994,10.335130802941748,10.672671,153.95619,0.89509636,0.580543,8.64612,4224,5.923642601528602,0.2887920732315755,0.3067920732315743,0.8776612702898269,0.5401210732315757,High,0.474,0.528,0.5471458435058594,-0.012888869270682335,2.26613,0.7725888478123208,fast
9050-3704,1-318725,0.0370079,0.463,0.463,124.0,8.27962145154333,1,1,0,11.003,11.196,0.359,0.022224,18.509,0.1929999999999996,11.023,11.131,0.22,0.021704,18.533,0.1080000000000005,10.47002660145413,10.807568,122.15998,1.1292644,0.944386,4.94337,1040,6.292054035845379,0.0350592650978622,0.0150592650978626,0.5680326636437325,0.2304912650978624,High,0.081,0.0,0.10702909529209137,-0.0759018287062645,4.66964,0.7987924436665551,fast
9494-12701,1-412866,0.016049,0.62,0.62,51.8,5.419896113648627,1,1,0,9.176,9.285,0.221,0.055568,86.789,0.1089999999999999,9.226,9.283,0.123,0.059909,86.789,0.0569999999999986,8.76535408025903,9.102895,39.74328,0.890489,0.266298,8.97592,1168,1.832116074703916,0.3508893135758694,0.3008893135758687,0.7615352333168396,0.4239943135758693,Low,0.783,0.508,0.20833873748779297,-0.36358851194381714,0.739579,0.2629529851650576,fast
8932-3704,1-456656,0.0242797,0.748,0.748,64.8,3.581012225758033,1,1,0,9.624,9.674,0.107,0.03817,86.82,0.0499999999999989,9.671,9.689,0.039,0.037754,86.82,0.0180000000000006,9.502432582773748,9.839973,53.35772,0.97460806,0.401629,4.7,1168,1.813069930683246,0.1542179982370914,0.1072179982370925,0.2757854154633438,-0.0617550017629086,Low,0.717,0.0,0.7800144553184509,-0.0637306421995163,2.303,0.2584145552947044,fast
9864-3704,1-197092,0.0268895,0.457,0.457,103.5,5.147622935207297,1,1,0,10.176,10.27,0.193,0.029947,52.099,0.0939999999999994,10.256,10.264,0.017,0.029009,55.666,0.0079999999999991,10.06104136356759,10.3985815,100.580826,1.0149211,0.870007,4.29865,1168,2.877272758108723,0.3534203451022141,0.2734203451022141,0.4683789815346246,0.1308388451022137,Low,0.189,0.0,0.5407975316047668,-0.036024317145347595,5.96317,0.4589810338495226,fast
8940-3704,1-218009,0.0169908,0.157,0.157,50.4,3.4757133671588307,1,1,0,9.723,9.73,0.016,0.04187,25.731,0.0069999999999996,9.739,9.739,0.0,0.041131,25.731,0.0,8.697033081033743,9.034574,49.97375,1.1763868,0.563972,3.64831,1168,1.242433103070841,-0.165834190632458,-0.1818341906324579,0.8601327283338001,0.5225918093675435,Low,0.345,0.0,0.5056214332580566,-0.41473937034606934,1.41294,0.0942730141061082,slow
9182-3704,1-72166,0.0645574,0.166,0.166,263.2,7.223861026423176,1,1,0,11.557,11.692,0.266,0.032652,28.623,0.1349999999999998,11.547,11.673,0.251,0.032648,29.273,0.1259999999999994,10.909029957699213,11.246571,269.96637,1.0259494,0.91445,4.58001,1040,9.266977913922574,0.337966377502659,0.3479663775026589,0.9859364198034468,0.64839537750266,High,0.116,0.0,0.709840714931488,0.09645253419876099,6.0,0.9669381279641385,slow
9865-3704,1-246542,0.0280877,0.645,0.645,139.0,5.300932288708065,3,1,0,10.492,10.532,0.087,0.025312,78.918,0.0399999999999991,10.504,10.53,0.056,0.024153,79.085,0.0259999999999998,10.24794136785555,10.585482,130.9786,1.2868912,0.553369,4.30462,1040,3.0905093175634453,0.2978396609105233,0.2858396609105247,0.5418982930549747,0.2043576609105235,Mid,0.547,0.0,0.727503776550293,0.0966489166021347,5.54064,0.4900300572824111,fast
9045-3704,1-631986,0.0594979,0.615,0.615,228.5,5.462493976569942,1,1,0,11.213,11.314,0.205,0.015423,61.166,0.1010000000000008,11.236,11.319,0.173,0.017389,65.257,0.0830000000000001,10.850775462972663,11.188316,205.12852,1.179017,0.62096,4.70257,1040,6.4970483377069534,0.289177106659746,0.2661771066597445,0.6514016436870819,0.3138611066597448,High,0.485,0.0,0.7276899218559265,0.09355899691581726,3.69808,0.8127160979060959,fast
8985-12704,1-420631,0.0155753,0.659,0.659,71.3,6.206763050773589,1,1,0,9.424,9.647,0.401,0.039951,83.302,0.2230000000000007,9.691,9.691,0.0,0.041427,86.789,0.0,8.963764223743174,9.301305,54.742977,0.88683355,0.277174,9.76882,1168,2.0373546853983253,0.4271323804638157,0.1601323804638145,0.8873681567206408,0.5498273804638161,Low,0.79,0.256,0.16257277131080627,-0.24957242608070374,1.15966,0.30906664240331017,fast
8995-3704,1-188165,0.0581478,0.319,0.319,235.1,6.4617347448340725,1,1,0,11.367,11.447,0.166,0.026669,37.798,0.0799999999999983,11.386,11.429,0.091,0.026062,38.831,0.043000000000001,10.937395510048656,11.274936,233.7171,1.0080436,0.860695,4.64307,1040,7.52317787817974,0.3121912236977963,0.2931912236977979,0.7417957136491411,0.4042552236977969,High,0.153,0.0,0.7433419823646545,0.10931723564863205,6.0,0.8764013304086649,fast
8154-12704,1-37245,0.0675097,0.811,0.811,160.2,11.01997000559285,1,1,0,11.469,11.79,0.522,0.017499,31.731,0.3209999999999997,11.479,11.783,0.504,0.01544,31.71,0.3040000000000002,10.850639497134605,11.18818,148.4354,0.91889346,0.892125,8.79712,1040,14.731792096874644,0.1077394710389787,0.0977394710389788,0.7260999739043734,0.3885594710389789,High,0.001,0.0,0.5937404036521912,0.13185705244541168,3.35338,1.1682555812243343,fast
9035-3704,1-247675,0.0363857,0.47,0.47,106.1,5.271201582235356,1,1,2,10.493,10.61,0.235,0.03242,18.209,0.1169999999999991,10.308,10.723,0.615,0.027729,18.21,0.4150000000000009,10.424474907414204,10.762015,107.173515,1.0500797,0.823486,4.19453,4240,3.9414226977622486,0.2282368780514976,0.4132368780514981,0.2967619706372937,-0.0407781219485019,Mid,0.009,0.0,0.539573073387146,0.06385192275047302,2.66198,0.5956530132623403,fast
9864-3702,1-197230,0.0751868,0.04,0.04,263.6,5.204570137125775,2,1,0,11.445,11.474,0.06,0.038769,62.37,0.0289999999999999,11.443,11.465,0.046,0.043453,84.745,0.0220000000000002,11.005712326239292,11.343253,270.69308,1.0588557,0.760009,4.1705,1040,7.679137224103408,0.3706756511326684,0.3726756511326692,0.8099633248933764,0.4724226511326681,High,0.388,0.068,0.8449106812477112,0.1212935596704483,5.45491,0.8853124283831354,slow
8445-12704,1-409200,0.0245361,0.852,0.852,113.2,6.245782281709543,3,1,0,10.336,10.344,0.018,0.030272,81.935,0.0079999999999991,10.235,10.318,0.173,0.029542,81.837,0.0830000000000001,9.910618002466354,10.248158,74.23911,0.934567,0.297035,8.73986,1168,3.1946459121762723,-0.024902841996567,0.0760971580034338,0.4004791555370795,0.0629391580034332,Mid,0.805,0.0,0.7116764783859253,0.06112854182720184,1.35797,0.5044227288763046,fast
9181-3704,1-548609,0.127336,0.074,0.074,250.2,5.474686700038172,1,1,2,11.649,11.655,0.011,0.06407,39.215,0.0060000000000002,11.838,11.838,0.0,0.060089,2.817,0.0,11.17431571298746,11.511856,260.4261,1.0567569,0.770759,3.96472,4160,12.880578991266631,0.357713315312537,0.1687133153125369,0.8323976023250768,0.4948573153125362,High,0.283,0.0,0.659300684928894,0.10465265810489655,6.0,1.1099353853111065,slow
8933-12703,1-457198,0.0217287,0.491,0.491,92.6,2.944997321040077,1,1,0,9.794,9.84,0.101,0.052523,62.706,0.0459999999999993,9.778,9.835,0.124,0.051939,67.208,0.0570000000000003,9.330503058363211,9.668044,89.9446,1.0517387,0.638344,2.90574,1168,1.3385336893991318,0.3059884113986536,0.3219884113986535,0.7694853530354426,0.4319444113986539,Low,0.416,0.0,0.8212539553642273,-0.2758024334907532,3.28033,0.12662930636793876,fast
8997-1902,1-149193,0.0276203,0.489,0.489,260.8,4.179877778275994,3,1,0,10.927,10.932,0.003,0.036287,69.995,0.0050000000000007,10.914,10.927,0.021,0.03864,85.581,0.0129999999999999,10.306553688337262,10.644094,265.863,2.0320475,0.777568,2.93133,1040,2.397724462213275,0.3675239916753284,0.3805239916753283,0.9879703033380662,0.6504299916753272,High,0.319,0.082,0.9267723560333252,0.1418418288230896,6.0,0.379799274085693,fast
9031-3704,1-209772,0.04173,0.371,0.371,175.4,6.968496542255816,3,1,0,10.987,11.021,0.074,0.032231,69.268,0.0340000000000006,11.004,11.018,0.03,0.032069,76.459,0.0140000000000011,10.620295371205854,10.957836,172.95274,1.0111411,0.830693,5.0283,1040,5.93761141229685,0.3278755806858425,0.3108755806858428,0.6945802094799883,0.3570395806858421,High,0.258,0.0,0.7727653980255127,0.11207978427410126,6.0,0.7736117717346973,fast
8996-12701,1-149610,0.0272582,0.903,0.903,120.5,7.070646862603813,3,1,0,10.344,10.483,0.274,0.023411,80.829,0.1390000000000011,10.516,10.523,0.017,0.018485,80.848,0.0069999999999996,10.00969304731329,10.347234,63.32632,0.92475605,0.285607,10.0372,1168,4.0045525970425455,-0.0728685799231906,-0.2448685799231912,0.2614383727635191,-0.0761025799231914,Mid,0.786,0.0,0.4458681046962738,0.0030034021474421024,1.43636,0.6025540021956846,fast
9044-3704,1-316138,0.0747467,0.146,0.146,265.5,5.998530186497143,1,1,0,11.524,11.553,0.062,0.039834,84.023,0.0290000000000016,11.553,11.555,0.0,0.039318,84.023,0.0019999999999988,10.977502744681356,11.315043,270.76425,1.025559,0.886275,4.36396,1040,8.803334696651206,0.3512387738838338,0.3222387738838321,0.897736029202477,0.5601957738838337,High,0.145,0.018,0.869408905506134,0.1604812890291214,6.0,0.944647213743761,slow
7968-3704,1-635629,0.019894,0.71,0.71,87.6,3.754345576141668,1,1,0,9.363,9.801,0.635,0.035209,69.979,0.4380000000000006,9.447,9.811,0.568,0.035172,70.343,0.3640000000000007,9.561041723716013,9.898582,67.82844,1.1526942,0.479965,4.22044,1552,1.565798737267413,0.5599685115400277,0.4759685115400282,0.3619267878240145,0.024386511540028,Low,0.664,0.0,0.5231983661651611,-0.14033372700214386,1.14171,0.19473593849366094,fast
8085-12703,1-38486,0.0498912,0.068,0.068,191.3,11.172979228278924,1,1,0,11.256,11.326,0.149,0.03183,39.215,0.0700000000000002,11.289,11.388,0.203,0.032022,3.899,0.0990000000000002,10.8440731374824,11.181614,196.63924,0.93461293,0.84276,9.39919,1040,11.271402148618009,0.4487272346899413,0.415727234689942,0.8606540972075412,0.5231132346899419,High,0.139,0.002,0.7778795957565308,0.11848028749227524,6.0,1.051977945108219,slow
9048-3704,1-295367,0.0960285,0.079,0.079,226.4,7.414064605628015,1,1,2,11.545,11.554,0.019,0.044193,51.676,0.0090000000000003,11.527,11.535,0.017,0.045201,84.745,0.0080000000000008,10.989617540418712,11.327158,235.06143,1.0444235,0.830902,5.24793,4096,13.63599483087907,0.3974584911882535,0.4154584911882542,0.952840950769542,0.6153004911882528,High,0.227,0.11,0.35460370779037476,0.17982934415340424,6.0,1.1346868279249145,slow
8625-3701,1-23951,0.0281267,0.647,0.647,183.3,5.8065804352534816,3,1,0,10.83,10.854,0.053,0.024489,52.767,0.0239999999999991,10.814,10.859,0.096,0.023796,53.184,0.0449999999999999,10.305123412526548,10.642664,168.84026,1.4203993,0.754308,4.69125,1040,3.389849008346137,0.2205412942215243,0.2365412942215244,0.7454178816949764,0.4078772942215245,Mid,0.351,0.353,0.8265889286994934,0.15927879512310028,3.65004,0.5301803541610492,fast
8446-12704,1-418252,0.0265727,0.76,0.76,137.6,11.352486032609658,3,1,0,10.885,10.886,0.0,0.019242,67.473,0.0009999999999994,10.887,10.887,0.0,0.017319,67.254,0.0,10.245845663727248,10.583386,100.96248,0.90758395,0.49278,12.6019,1088,6.27313860392911,-0.0137861814372634,-0.015786181437264,0.6253681548354879,0.2878278185627355,High,0.511,0.116,0.2908417582511902,-0.05666979402303696,1.41085,0.7974848833059585,fast
9502-3704,1-385108,0.0279657,0.425,0.425,84.3,4.440371545482551,1,1,2,9.971,9.971,0.0,0.049304,86.632,0.0,9.972,9.972,0.0,0.045702,86.632,0.0,9.816974671266149,10.154515,84.41473,0.97581786,0.754547,4.22048,4288,2.5779277823296347,0.358516133908691,0.3575161339086915,0.5125414626425426,0.1750011339086911,Low,0.487,0.167,0.6781933307647705,0.06754132360219955,3.16101,0.41127074692931564,fast
8624-12702,1-25656,0.0300528,0.774,0.774,124.0,7.895544884965801,1,1,2,10.513,10.58,0.141,0.028847,78.528,0.0670000000000001,10.45,10.563,0.229,0.029876,86.749,0.1130000000000013,10.085586668251908,10.423127,92.9221,0.8834509,0.30295,10.6871,4288,4.913563814637235,0.1800435485598065,0.2430435485598071,0.6074568803078982,0.2699165485598074,Mid,0.795,0.507,0.3528445065021515,0.001809178851544857,1.05433,0.6913966008001414,fast
8933-12704,1-456769,0.0227634,0.332,0.332,118.4,2.962029557108224,1,1,0,10.186,10.186,0.0,0.046442,34.146,0.0,10.126,10.137,0.023,0.04097,40.923,0.011000000000001,9.648513206955048,9.986053,120.3014,1.155104,0.877852,2.2889,1168,1.408611626787881,0.1887415471987475,0.2487415471987479,0.7262283402436993,0.3886885471987473,Low,0.165,0.451,0.8183650970458984,0.17904572188854218,6.0,0.14879126877090826,fast
9488-12704,1-384125,0.0159822,0.716,0.716,69.7,6.090401108874154,1,1,0,7.747,9.616,0.986,0.055149,80.489,1.869,8.343,9.677,0.954,0.051622,86.789,1.3339999999999996,8.949474905357164,9.287016,42.680676,0.84754896,0.286293,8.89983,1168,2.050368375514859,1.890703389096624,1.294703389096624,0.6882284837394601,0.3506873890966245,Low,0.793,0.0,0.1975780725479126,-0.10910013318061829,1.01754,0.3118318947537787,fast
9185-3704,1-561017,0.0296497,0.561,0.561,103.2,9.271858805548284,1,1,0,10.323,10.636,0.513,0.230538,86.781,0.3129999999999988,10.669,10.669,0.0,0.246101,86.855,0.0,10.163760502671892,10.501301,87.51305,0.9096843,0.291635,13.1995,1168,5.69545288791706,0.3820828195448009,0.0360828195448007,0.5413223168729098,0.2037818195448014,Mid,0.805,0.117,0.19416427612304688,-0.04614254832267761,1.19171,0.7555282637800145,fast
8080-3704,1-38041,0.0210167,0.791,0.791,79.7,4.919296898321123,1,1,0,9.885,9.933,0.105,0.033971,71.34,0.048,9.74,9.917,0.336,0.033261,71.34,0.1769999999999996,9.790283756269268,10.127825,63.49891,1.0600507,0.555867,4.98483,1552,2.164482553355904,0.1212955459246035,0.2662955459246032,0.2160117896553352,-0.1215294540753962,Low,0.5,0.0,0.35104820132255554,-0.04396079108119011,1.58256,0.33535408956622537,fast
9888-12704,1-316945,0.0332288,0.759,0.759,101.4,12.36339532555616,1,1,0,10.451,10.655,0.376,0.018448,56.943,0.2039999999999988,10.598,10.702,0.213,0.014153,60.838,0.1039999999999992,10.399521432176144,10.737062,88.438034,0.89960814,0.640962,11.3836,1040,8.47455256580271,0.4358038524823344,0.2888038524823342,0.4872824203061913,0.1497418524823351,Mid,0.568,0.0,0.2664129436016083,-0.052957937121391296,4.31844,0.9281167778683288,fast
